"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"Acanthacris_ruficornis",43,20.6402753255814,142.431045598318,15.6645633124973,1,-7.7749227886596,0.001,999
"Achatina_fulica",301,38.5486177602824,69.1553176660074,3.64863014902141,1,-8.38854546930003,0.001,999
"Adoretus_sinicus",175,66.0526082520412,85.5384162961805,5.29217601553929,1,-3.68200301481349,0.001,999
"Agriotes_lineatus",103,10.1256623495146,104.47156683718,8.38000782459936,1,-11.2584506437708,0.001,999
"Agrotis_segetum",141,22.3795305602837,92.810931622754,6.67295508633794,1,-10.5547542507322,0.001,999
"Albonectria_rigidiuscula",40,83.3298895504001,145.191631440264,17.1173115740129,1,-3.61398702257549,0.001,999
"Aleurocanthus_spiniferus",169,33.5946478343196,86.5349577994261,5.82648847349844,1,-9.08614343028457,0.001,999
"Alfalfa_mosaic_virus",79,49.8841814810127,114.666119197413,9.94414062137623,1,-6.51458383212551,0.001,999
"Alternaria_alternata",897,39.7755961815787,45.6757515423823,1.57494648823733,1,-3.74625766962217,0.001,999
"Ametastegia",239,17.0196383556485,75.6660742355096,4.38532970776606,1,-13.3733241940744,0.001,999
"Ampelophaga_rubiginosa",5,120.99815,229.835721529091,49.2747693648606,10,-2.20878906044574,0.01,999
"Amphicerus_bimaculatus",2,242.574508,279.35472940841,122.451753042382,304,-0.300365004947543,0.304,999
"Amyelois_transitella",36,24.0551448333334,150.6252018717,18.1080248361689,1,-6.9897218599765,0.001,999
"Anacridium_rubrispinum",19,31.3981848421053,179.144694047536,26.1198154394501,1,-5.65649131587209,0.001,999
"Anastrepha_fraterculus",107,35.6082967383178,102.565601272487,8.39042221574942,1,-7.98020681348858,0.001,999
"Anomala_cuprea",7,136.274094,219.035185454261,43.6674693867175,26,-1.89525733037863,0.026,999
"Anomala_dubia",2,650.100056,278.839326570567,122.744404018537,941.5,3.02466521710728,0.9415,999
"Aonidiella_aurantii",1511,21.0702393293517,37.8086898887118,1.0689689708682,1,-15.6584999336,0.001,999
"Aonidiella_inornata",241,24.4933561864647,75.7964813031508,4.26339628533422,1,-12.0333934926868,0.001,999
"Aonidiella_orientalis",1111,27.665560310835,42.2792031643318,1.29753981434043,1,-11.2625776041602,0.001,999
"Apate_monachus",124,25.9505966935484,97.4243747058678,7.73740309028795,1,-9.23743757153274,0.001,999
"Aphis_fabae",271,21.4502771033211,72.4047368126667,3.8927382779171,1,-13.0896186878019,0.001,999
"Aphis_gossypii",95,35.8500851789474,107.926362958173,8.75064522860228,1,-8.23668151276861,0.001,999
"Aphis_spiraecola",332,17.5670767650603,66.5452847546155,3.46170537757977,1,-14.148577838764,0.001,999
"Arabis_mosaic_virus",140,84.9769951714286,93.2791327168634,6.74012448043607,105,-1.23174840012712,0.105,999
"Argyrotaenia_ljungiana",2,650.100056,275.726958031017,120.731532090432,965,3.10087258470775,0.965,999
"Armillaria_luteobubalina",349,28.5707830229227,65.3408535378812,3.30747469182853,1,-11.1172643605718,0.001,999
"Armillaria_mellea",1065,31.4576635235024,42.8835092646482,1.33811811553808,1,-8.53874228924201,0.001,999
"Artichoke_Italian_latent_virus",12,88.188008,198.314603910524,35.3114460395135,3,-3.11872234819531,0.003,999
"Aspergillus_niger",261,40.9248448182092,73.3458698615657,4.04174739172606,1,-8.02153670210223,0.001,999
"Aspidiotus_destructor",827,28.0099355288375,47.0426493400325,1.65107098992427,1,-11.5274957450909,0.001,999
"Aspidiotus_ligusticus",22,36.8639073636363,171.709917038342,23.9385755298229,1,-5.63300057293357,0.001,999
"Aspidiotus_nerii",1871,24.0360549085249,35.0652651870975,0.855069750778204,1,-12.8986088778546,0.001,999
"Asterococcus_muratae",198,36.7095818939384,81.5490421205866,5.03945867325004,1,-8.89767396340815,0.001,999
"Asymmetrasca_decedens",68,16.1253995147059,121.590264736802,11.5191691768441,1,-9.15559651941753,0.001,999
"Autographa_gamma",26,40.6154271538462,165.342109031068,22.4013498226755,1,-5.56781992444798,0.001,999
"Bactrocera_tryoni",55,70.7669009479089,130.4919147781,13.2012769349086,1,-4.52418460158639,0.001,999
"Botryosphaeria_dothidea",417,57.891788212942,61.0478561477532,2.81124194480757,134,-1.12265966315727,0.134,999
"Botryosphaeria_obtusa",200,52.242317459984,81.4570784418065,5.02251157810186,1,-5.81676329213432,0.001,999
"Botryosphaeria_parva",261,42.4070171915939,73.1502085375669,3.98975815755481,1,-7.70552753623909,0.001,999
"Botryosphaeria_stevensii",179,23.1058031374302,84.9068303857531,5.70479104084922,1,-10.8331798317933,0.001,999
"Botryotinia_fuckeliana",990,43.9199943633982,43.9269195544335,1.43827051375069,486,-0.00481494334281433,0.486,999
"Botryotinia_pseudofuckeliana",3,244.20583,248.423670205997,62.3797136086652,573.5,-0.0676155750322494,0.5735,999
"Botrytis_pseudocinerea",22,34.93385,172.53363096147,23.6243240177997,1,-5.82449600918931,0.001,999
"Brevipalpus_californicus",123,24.9410611230487,98.1054473829719,7.52871344387435,1,-9.7180463575025,0.001,999
"Brevipalpus_chilensis",31,34.6420704193549,157.098204975501,19.1350396712369,1,-6.39957568210418,0.001,999
"Brevipalpus_lewisi",15,30.2685712666669,189.462994127803,28.6322433069688,1,-5.55997031578697,0.001,999
"Broad_bean_wilt_virus",6,203.179022333333,226.930079435634,47.2604274568357,291,-0.502556967433133,0.291,999
"Cactodera_milleri",1,NA,NA,NA,NA,NA,NA,999
"Candidatus_Phytoplasma_asteris",617,36.5863792517003,52.526110214082,2.05201597843644,1,-7.76783959281214,0.001,999
"Candidatus_Phytoplasma_australiense",66,112.024150424239,122.462166819269,11.6510481146383,180,-0.895886472386564,0.18,999
"Candidatus_Phytoplasma_solani",230,28.9037379683487,76.9943815053579,4.48269573201532,1,-10.7280632931535,0.001,999
"Carnation_ringspot_virus",12,85.8032458333334,199.087533070193,33.8670558955939,1,-3.34497003772914,0.001,999
"Ceratitis_capitata",236,39.8122566525386,76.2471740826108,4.42966656169077,1,-8.22520542407718,0.001,999
"Ceratitis_rosa",94,51.5799051170213,107.866504235855,8.98069553144239,1,-6.26751000763452,0.001,999
"Ceresa_alta",211,19.7490124881517,79.9122574448589,4.86136922950812,1,-12.3757818253181,0.001,999
"Ceroplastes_actiniformis",88,20.5386989205955,111.636114219344,9.62128338059741,1,-9.4683226441972,0.001,999
"Ceroplastes_cirripediformis",745,23.0149007342524,48.9226639725283,1.73246076462167,1,-14.9543145607303,0.001,999
"Ceroplastes_rusci",609,22.3044958184148,52.8382563837153,2.18261047889102,1,-13.9895601439679,0.001,999
"Ceroplastes_sinensis",39,24.4508724871795,145.722932668999,16.6281046560038,1,-7.29319803372975,0.001,999
"Cerosterna_scabrator",81,54.4026462222222,114.022421158416,10.0038479772058,1,-5.95968422071591,0.001,999
"Chaetocnema_confinis",117,64.0440163333334,99.5457217134854,7.84857823720988,1,-4.52332948811537,0.001,999
"Cherry_leaf_roll_virus",116,50.0716235344828,99.8879810827677,7.66000535778469,1,-6.50343638436985,0.001,999
"Chinavia_hilaris",293,18.6106051740615,70.0583768684234,3.68536687615939,1,-13.9600135951666,0.001,999
"Chlidaspis_asiatica",93,20.4083158387097,108.154226847826,9.33539765637807,1,-9.39926870165694,0.001,999
"Chrysomphalus_aonidum",1033,28.0727678193235,43.3107374602538,1.34698977651884,1,-11.3126097217392,0.001,999
"Chrysomphalus_dictyospermi",1505,23.8896975221002,37.8127501260012,1.03760404790881,1,-13.4184640393042,0.001,999
"Chrysomphalus_pinnulifer",352,33.6785723725699,65.2132004282305,3.20284740375556,1,-9.84581033073386,0.001,999
"Citrus_exocortis_viroid",56,20.8409005535715,129.515216669703,13.6526931235868,1,-7.95991788084523,0.001,999
"clover_phyllody_phytoplasma",119,27.4891798571412,99.2840029388262,7.69287609485558,1,-9.33263739028579,0.001,999
"Cnephasia_longana",57,95.4954232456141,129.667948883039,13.3383384124645,5,-2.56197770522086,0.005,999
"Coccus_hesperidum_hesperidum",1673,27.694527026534,36.5111354650894,0.952213715308375,1,-9.25906474230954,0.001,999
"Coccus_longulus",861,30.3443567495094,46.2692661910811,1.59479998795372,1,-9.98552142078009,0.001,999
"Colletotrichum_acutatum",202,38.5224916930535,81.0665503140619,5.14304712162241,1,-8.27215026713338,0.001,999
"Colletotrichum_capsici",197,53.8986025027523,81.7628010812751,5.02048772851661,1,-5.55009793575489,0.001,999
"Colletotrichum_nymphaeae",17,113.209074705318,183.404614575019,26.9239351489736,3,-2.60717980047495,0.003,999
"Colomerus_vitis",19,26.1647822631579,180.263917380893,26.986239118368,1,-5.71028569197139,0.001,999
"Comstockaspis_perniciosa",958,21.8796203216449,44.540279929879,1.45601060333782,1,-15.5635264992479,0.001,999
"Coniella_diplodiella",3,127.439265,249.927102283276,59.9668357697873,23,-2.04259297178039,0.023,999
"Coniella_petrakii",5,134.756649,231.43788574097,49.5835478371617,19,-1.9498652468049,0.019,999
"Conogethes_punctiferalis",43,62.5040877672931,141.837390247519,15.5424801077066,1,-5.10428850032042,0.001,999
"Conotrachelus_nenuphar",112,21.3526756619286,101.739744945438,7.61719414989064,1,-10.5533701388803,0.001,999
"Cornu_aspersum",231,33.4639169004199,76.7526976177958,4.46382255484782,1,-9.69769299417227,0.001,999
"Costelytra_zealandica",147,16.0649369591837,91.2372465997002,6.62780905609973,1,-11.3419546345159,0.001,999
"Cotinis_nitida",1,NA,NA,NA,NA,NA,NA,999
"Crenulaspidiotus_lahillei",32,22.22187053125,156.074039036547,18.9113475458415,1,-7.07787576643266,0.001,999
"Criconema_mutabile",432,23.302054143831,60.1978594237391,2.83217848102735,1,-13.0273588077417,0.001,999
"Criconemella",198,27.6465160511868,81.5389345128279,5.01514566329296,1,-10.745932836227,0.001,999
"Criconemoides_sp.",737,23.9414172565764,49.086461434113,1.80808703993709,1,-13.9069876737856,0.001,999
"Crocidosema_plebejana",156,34.2488137948718,89.3284471099038,6.19489091005931,1,-8.89113853895204,0.001,999
"Crypticerya_palmeri",18,34.8812906666667,182.240097391913,27.7516990588467,1,-5.3099021581625,0.001,999
"Cryptinglisia_lounsburyi",30,22.7179904333334,158.947021757859,19.7342174465195,1,-6.90318892521131,0.001,999
"Ctenopseustis_obliquana",85,68.9669243294118,111.998763067862,9.62223241465612,1,-4.47212630957719,0.001,999
"Cucumber_mosaic_virus",182,45.4667211106258,84.6401633508843,5.41172347338428,1,-7.2386260001864,0.001,999
"Cylindrocarpon_liriodendri",5,330.908384,232.215996518921,48.879701029802,962,2.01908737986973,0.962,999
"Cylindrocarpon_olidum",5,363.9365064,231.810133689204,48.0151684461547,998,2.75176318206539,0.998,999
"Cylindrocladiella_lageniformis",1,NA,NA,NA,NA,NA,NA,999
"Cylindrocladiella_parva",15,187.8827296,188.983635030259,29.9771232294055,506,-0.0367248525428662,0.506,999
"Cylindrocladium_peruvianum",11,186.00908,202.316413070033,35.1365878142666,335,-0.464112598418338,0.335,999
"Dactylonectria_pauciseptata",7,84.5370954285714,217.648482227059,40.7524197660723,1,-3.26634314140304,0.001,999
"Deilephila_elpenor",62,47.7886792096774,124.580053169577,12.43951059396,1,-6.17318289010389,0.001,999
"Diabrotica_speciosa",75,19.3653622133334,117.856210244721,10.596936185688,1,-9.29427584591922,0.001,999
"Diaporthe_ambigua",27,37.9250675185185,163.792594610541,21.2946239420592,1,-5.91076543236909,0.001,999
"Diaporthe_eres",204,47.7237588078569,80.5508842263805,5.00364877465514,1,-6.56063742619227,0.001,999
"Diaporthe_gulyae",2,247.468474,276.391956935915,116.69992016555,572.5,-0.24784492478559,0.5725,999
"Diaporthe_helianthi",3,244.20583,247.524881727375,62.7925924898544,572,-0.0528573768938024,0.572,999
"Diaporthe_medusaea",35,121.757138457143,150.965943590308,18.4970887599216,47,-1.5791028259784,0.047,999
"Diaspidiotus_osborni",431,19.7143259002321,60.2444360170047,2.70836843533069,1,-14.9647697809711,0.001,999
"Diaspidiotus_uvae",154,39.8660956233767,89.8652962752736,6.22310150147664,1,-8.0344504488691,0.001,999
"Dimargarodes_meridionalis",1,NA,NA,NA,NA,NA,NA,999
"Diplodia_africana",9,158.513652444444,211.518900806098,37.9489572460012,73,-1.39675111540091,0.073,999
"Diplodia_corticola",19,49.1062317894737,180.974729949369,26.2772758516719,1,-5.01834736995789,0.001,999
"Diplodia_olivarum",3,238.962974666667,247.780729958624,59.7524484659345,416,-0.147571447168134,0.416,999
"Ditylenchus_dipsaci",619,29.5898849644548,52.4674555224591,2.08616834021681,1,-10.9663108757689,0.001,999
"Ditylenchus_sp.",439,35.1505995765248,59.9436713234013,2.76879743781598,1,-8.95445488653483,0.001,999
"Dociostaurus_maroccanus",478,18.3882005585774,57.9356566021283,2.48307188749413,1,-15.926826864228,0.001,999
"Drosophila_melanogaster",231,36.5027332164503,76.7521200420558,4.67538785366628,1,-8.60878029488897,0.001,999
"Drosophila_simulans",46,20.0857771956522,139.226168514367,14.511660394618,1,-8.20997653465629,0.001,999
"Drosophila_suzukii",343,38.2120406243032,65.6395606757624,3.23034710621749,1,-8.4905798508987,0.001,999
"Duplaspidiotus_fossor",103,24.698011592233,104.442390404715,8.36913462724343,1,-9.52839001452978,0.001,999
"Duplaspidiotus_tesseratus",274,32.3832620712585,71.8371262190722,3.89057782473404,1,-10.1408751926228,0.001,999
"Dysmicoccus_brevipes",838,18.7684547879809,46.7330511028796,1.64696596652554,1,-16.9794621645359,0.001,999
"Dysmicoccus_umbambae",6,119.518427333333,224.817424403812,46.912222264542,13,-2.24459622647353,0.013,999
"Edwardsiana_rosae",78,107.000601576923,115.817159354044,10.5883183756063,200,-0.832668367569377,0.2,999
"Elsinoë ampelina",3,57.17172,247.836910013005,63.2329499845802,1,-3.01528222326334,0.001,999
"Empoasca_decipiens",68,16.1253995147059,120.92710317,11.4446974448171,1,-9.15722797921195,0.001,999
"Endoclita_signifer",140,38.8254140785714,93.4126013105621,6.90319196454656,1,-7.90752850454395,0.001,999
"Eotetranychus_carpini",9,41.5757213333333,210.828037815469,38.5466473318352,1,-4.39084403437473,0.001,999
"Epicoccum_nigrum",202,57.9398241356292,80.5778173335553,5.05710891972628,1,-4.47646937356283,0.001,999
"Epiphyas_postvittana",656,31.2762302349634,51.33365918097,1.94860615280118,1,-10.2932185229804,0.001,999
"Erysiphe_necator",55,50.9324258727273,130.155955486332,12.9286289386723,1,-6.127759562859,0.001,999
"Erythroneura_comes",31,56.9075296774194,156.014821692213,19.8676049647875,1,-4.98838648092947,0.001,999
"Erythroneura_elegantula",79,23.7941028354431,114.901053418436,10.3045398054451,1,-8.84143807517254,0.001,999
"Eudocima_fullonia",67,33.6543161811192,122.159396362562,11.7315997176673,1,-7.54416126627287,0.001,999
"Eulecanium_tiliae",672,25.0140856549643,50.8399136588742,1.9439795436653,1,-13.2850307443134,0.001,999
"Euproctis_chrysorrhoea",405,32.5593535382717,62.0234913580138,2.85243492936844,1,-10.3294688746031,0.001,999
"Eurhizococcus_brasiliensis",168,71.7513771310262,87.0339813430221,5.6920534508727,2,-2.68490173957393,0.002,999
"Eutypa_lata",263,38.3860618441065,72.9297906177939,4.10130290448974,1,-8.42262314638405,0.001,999
"Ferrisia_cristinae",20,55.81632376117,175.987818476838,25.2598455031989,1,-4.75741210295408,0.001,999
