"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"Ferrisia_gilli",188,27.5517367925,83.2849872501627,5.34295499569105,1,-10.4311659938386,0.001,999
"Ferrisia_virgata",898,27.3147198941061,45.6569479306852,1.55492735797133,1,-11.7961961004466,0.001,999
"Fomitiporia_mediterranea",87,20.2048528965518,110.938711493578,9.99331744930226,1,-9.07945325036792,0.001,999
"Forficula_auricularia",42,83.1441230714286,143.249165923495,16.331263964349,1,-3.6803668707624,0.001,999
"Formicococcus_robustus",158,21.3329248924051,89.107417246293,5.96849641639994,1,-11.3553712066678,0.001,999
"Frankliniella_cestrum",19,26.1647822631579,178.840121023277,25.7462961877013,1,-5.92999232382986,0.001,999
"Frankliniella_occidentalis",308,27.4396771914276,68.4866125196668,3.64081374866235,1,-11.2741101747707,0.001,999
"Fusarium_oxysporum",672,40.2797992790372,50.7616301193931,1.83535565949867,1,-5.71106247778651,0.001,999
"Fusarium_proliferatum",125,33.6951710138799,97.5531486282285,7.14181825824957,1,-8.94141734012705,0.001,999
"Geococcus_coffeae",311,25.6543862535164,68.4373986863167,3.44632098365796,1,-12.4141113482094,0.001,999
"Gibberella_intricans",227,31.290435722467,77.6756664330118,4.64741556390944,1,-9.98086572476106,0.001,999
"Gibberella_sacchari",77,20.9413935991557,115.837626315952,10.8490831030512,1,-8.74693573783275,0.001,999
"Gibberella_zeae",335,21.0450926716418,66.2371456350224,3.28614665147032,1,-13.7522934173252,0.001,999
"Globisporangium_irregulare",283,24.6355816007067,71.0669263343963,3.83147049816782,1,-12.1184137411191,0.001,999
"Gonocephalum_simplex",8,33.62688725,213.314446288823,41.6056341762826,1,-4.31882754815101,0.001,999
"Gracilacus_mira",4,341.747245,238.023783700299,52.7182863968821,914,1.96750441618746,0.914,999
"Grapevine_fanleaf_virus",33,69.1947353333334,154.0654265554,18.7446672415042,1,-4.52772461247788,0.001,999
"Grapevine_flavescence_doree_phytoplasma",31,56.9075296774194,157.099045844996,19.8402912368289,1,-5.04990148438923,0.001,999
"Grapevine_leafroll-associated_viruses",31,56.9075296774194,156.918661882319,20.1625761997106,1,-4.96023579597607,0.001,999
"Grapevine_virus_A",2,69.871644,274.728074001993,123.431459797778,18,-1.65967760842832,0.018,999
"Grapevine_yellows_phytoplasmas",60,56.7025637,126.853797868162,12.694470326602,1,-5.52612534145332,0.001,999
"Greeneria_uvicola",4,103.868454,237.051174974709,50.7613393386948,5,-2.62370384055618,0.005,999
"Grovesinia_pyramidalis",73,95.7136102054795,118.723870455713,11.0538681380601,18,-2.0816477963045,0.018,999
"Gryllotalpa_gryllotalpa",220,33.5910706136382,78.289228524052,4.76080036452748,1,-9.38879064189665,0.001,999
"Gueriniella_serratulae",236,27.3903687076271,76.2847815669266,4.41580921697422,1,-11.0725827264799,0.001,999
"Guignardia_bidwellii",57,64.8033535964965,129.261824078466,12.6918384355499,1,-5.07873392883895,0.001,999
"Haematonectria_haematococca",429,46.1233906244142,60.4473350793293,2.73529526056068,1,-5.23670868788731,0.001,999
"Halyomorpha_halys",447,34.7501129557047,59.4224088978731,2.74219518612186,1,-8.99727928450676,0.001,999
"Harmonia_axyridis",75,26.53462392,117.011779268096,10.8490394656377,1,-8.33964662352511,0.001,999
"Helicotylenchus_abunaamai",1,NA,NA,NA,NA,NA,NA,999
"Helicotylenchus_anhelicus",175,14.5424988285714,85.7527805243464,5.60823623921729,1,-12.6974468724794,0.001,999
"Helicotylenchus_digonicus",651,25.2967963415622,51.4494851444527,1.98802635974975,1,-13.1551016286235,0.001,999
"Helicotylenchus_dihystera",1465,27.7963366828005,38.2410620054393,1.03743154880453,1,-10.0678693786348,0.001,999
"Helicotylenchus_erythrinae",599,20.4337601349833,53.0732217817276,2.05626537684076,1,-15.8731757166925,0.001,999
"Helicotylenchus_multicinctus",134,19.2673353815805,94.7180558850146,6.8786603113055,1,-10.9688103625972,0.001,999
"Helicotylenchus_pseudorobustus",484,29.2055086428343,57.7182758969894,2.50085087315426,1,-11.4012265026393,0.001,999
"Helicotylenchus_sp.",667,23.135593563828,51.0381235153635,1.96307904624914,1,-14.2136558407308,0.001,999
"Heliococcus_bohemicus",315,35.8110607555556,67.9279402906481,3.4580104619363,1,-9.28767564141747,0.001,999
"Heliothis_virescens",123,42.4393695365853,97.8497730439088,7.47617224780474,1,-7.41160070564102,0.001,999
"Hemiberlesia_lataniae",1750,27.1353320026715,35.8848114324957,0.872091044373058,1,-10.0327591783885,0.001,999
"Hemiberlesia_rapax",1140,24.2474308251453,41.7632307559434,1.33022818966499,1,-13.1675152179788,0.001,999
"Hemicriconemoides_californianus",209,36.4182364504067,79.6506702665898,5.29490921427161,1,-8.16490558509612,0.001,999
"Hemicriconemoides_chitwoodi",121,19.259170892562,98.5450514849636,7.60118605789785,1,-10.4307248879958,0.001,999
"Hemicriconemoides_mangiferae",164,40.3157977752134,87.6866784823942,6.1174433701093,1,-7.74357486309423,0.001,999
"Hemicriconemoides_sp.",331,21.7226329158157,66.6409618185821,3.27823497742111,1,-13.7019857368804,0.001,999
"Hemicriconemoides_wessoni",22,22.8961043181819,172.626678402954,23.9628098896672,1,-6.24845645290271,0.001,999
"Hemicycliophora_arenaria",1,NA,NA,NA,NA,NA,NA,999
"Hemicycliophora_onubensis",11,97.9877209090909,200.442805789922,35.0154018705526,2,-2.92600054283525,0.002,999
"Hemicycliophora_similis",206,20.6405002122331,80.399445940237,4.91157322405825,1,-12.1669662655721,0.001,999
"Hemicycliophora_sp.",456,31.2049181384539,58.9572051125543,2.58085809613257,1,-10.7531239379985,0.001,999
"Heterodera_sp.",842,20.0330269066211,46.7333927833534,1.64336786067616,1,-16.2473457803577,0.001,999
"Heterodera_zeae",32,24.1525924375,155.285763403443,20.1251004051,1,-6.51590145273073,0.001,999
"Heteronychus_arator",81,54.8268304444444,114.047953214456,10.4517540210414,1,-5.66614203231227,0.001,999
"Hippotion_celerio",242,22.3824080619835,75.4918154313741,4.20597958091453,1,-12.6271196394736,0.001,999
"Holocacista_capensis",2,104.249314,275.672811428805,115.986403454277,14,-1.47796200523091,0.014,999
"Homalodisca_vitripennis",51,26.2427464117647,133.917736817845,14.3220772295568,1,-7.51811267878574,0.001,999
"Hoplolaimus_pararobustus",98,50.7583552870918,106.457366287453,8.81538889215028,1,-6.31838387186288,0.001,999
"Hoplolaimus_seinhorsti",82,51.8723117943292,113.470435933831,10.0204407372747,1,-6.14724698788602,0.001,999
"Hop_stunt_viroid",48,29.4235390625,136.579575267713,14.6159869639174,1,-7.3314266405512,0.001,999
"Hyalesthes_obsoletus",16,71.1014040000375,187.869427239659,28.8731686303564,1,-4.04417072246291,0.001,999
"Hyles_livornica",201,26.7368202089552,80.9922139148455,4.93126378822479,1,-11.0023304442656,0.001,999
"Hyphantria_cunea",184,22.2837176956522,83.7961528433831,5.26040442399715,1,-11.6934802326454,0.001,999
"Hypothenemus_eruditus",61,10.0631780163935,125.232750438432,12.5837379498825,1,-9.15225451139609,0.001,999
"Hypurus_bertrandi",19,26.1647822631579,178.987855020873,25.7235089890664,1,-5.94098856507764,0.001,999
"Icerya_aegyptiaca",609,29.8903590113783,52.825998266232,2.09988117572138,1,-10.9223509977771,0.001,999
"Icerya_purchasi",695,29.6503180511577,50.1754578532281,1.87140863166893,1,-10.9677488148411,0.001,999
"Icerya_schrottkyi",2,242.5745079998,267.419663804803,107.497529380863,322,-0.231123040204739,0.322,999
"Icerya_seychellarum",1208,27.1790453589998,40.8915875039615,1.20717206106054,1,-11.3592275594207,0.001,999
"Jacobiasca_lybica",18,19.9671280555556,181.985375538945,27.0066325219003,1,-5.99920213495723,0.001,999
"Kalotermes_flavicollis",10,32.1231137,207.748533996691,35.3475753608985,1,-4.96852806744329,0.001,999
"Kerria_lacca_lacca",189,24.4562608995026,82.8686480107086,5.26521624573892,1,-11.0940148295862,0.001,999
"Lasiodiplodia_crassispora",8,156.967608625,216.02492402911,40.9521700736517,73,-1.44210466253428,0.073,999
"Lasiodiplodia_theobromae",655,41.8075687387734,51.3335600015254,1.92942935542538,1,-4.93720655589994,0.001,999
"Lecanodiaspis_rugosa",210,32.2453388385743,79.7365520421943,4.71642991689654,1,-10.0693138752011,0.001,999
"Lepidosaphes_buzenensis",4,71.830203,237.380042815844,51.7947009229671,2,-3.19626982810581,0.002,999
"Lepidosaphes_gloverii",350,26.3789205184589,65.3789357897212,3.28216871348055,1,-11.8823920023005,0.001,999
"Lepidosaphes_laterochitinosa",173,30.256766057859,86.0871405375261,5.5547077750516,1,-10.0510011940544,0.001,999
"Lepidosaphes_malicola",470,20.9043536893617,58.272793070381,2.55439723805952,1,-14.6290634926487,0.001,999
"Lepidosaphes_ulmi",1365,24.0917840013697,39.1221925477753,1.1302372576952,1,-13.2984543237017,0.001,999
"Lepidosaphes_ussuriensis",301,20.4527816744186,69.3103692856558,3.62400160104323,1,-13.4816683296091,0.001,999
"Leucaspis_vitis",31,56.9075296774194,155.829439539991,20.1905850931271,1,-4.89940778864527,0.001,999
"Limothrips_cerealium",60,34.660295150005,126.695076910437,12.8086233890946,1,-7.18537652053943,0.001,999
"Lobesia_botrana",49,54.3344711252245,135.087051328622,14.2310725780584,1,-5.674384679051,0.001,999
"Longidorus",207,29.1314687149759,80.3655920722548,4.82540776597678,1,-10.6175738594618,0.001,999
"Longidorus_africanus",171,40.8639829122807,86.4852582444962,5.96087421683553,1,-7.65345378423949,0.001,999
"Longidorus_crataegi",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_elongatus",141,47.4123138236524,93.1714558572423,6.82493471038224,1,-6.70470033419955,0.001,999
"Longidorus_euonymus",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_magnus",50,20.9555213,134.762522406625,14.6757429122552,1,-7.75476933515842,0.001,999
"Lopholeucaspis_japonica",876,21.9987025341633,46.0496578179142,1.55364598627361,1,-15.4803317462536,0.001,999
"Lycorma_delicatula",10,96.5628086,205.314537616585,36.4691125520514,1,-2.98202290668211,0.001,999
"Lygus_spinolae",119,46.854822789916,98.9851495561141,7.3417812668744,1,-7.10050120961877,0.001,999
"Maconellicoccus_hirsutus",1306,21.1253429679551,39.7759983280046,1.12935122770253,1,-16.5144862842989,0.001,999
"Macrosiphum_euphorbiae",141,34.6726471134752,92.7732395902004,6.26791330596275,1,-9.26952713616083,0.001,999
"Mamestra_brassicae",162,32.2457641358025,88.4631596255868,5.92361345605821,1,-9.49038891663153,0.001,999
"Margarodes_vitis",12,45.2591294166667,200.055924905412,32.4287121963434,1,-4.77344874355509,0.001,999
"Melanaspis_arnaldoi",32,62.70962271875,156.607646034025,18.919359295445,1,-4.96306570687529,0.001,999
"Melittia_cucurbitae",8,38.5419435,213.96103767254,40.2126308216774,1,-4.36228842998198,0.001,999
"Meloidodera_sp.",309,22.19044702589,68.7130598194075,3.51909545355726,1,-13.2200485629028,0.001,999
"Meloidogyne_arenaria",1071,29.9125577487322,42.7580728325335,1.31852057302459,1,-9.74236985497659,0.001,999
"Meloidogyne_chitwoodi",308,24.7855311363636,68.8198128720808,3.57543811680394,1,-12.3157723045922,0.001,999
"Meloidogyne_ethiopica",96,31.8076565208334,107.530981374149,9.21806144257693,1,-8.21466913895371,0.001,999
"Meloidogyne_hapla",1444,24.9276439942514,38.4441316695834,1.06374593397564,1,-12.7064999673518,0.001,999
"Meloidogyne_hispanica",29,54.6398464482758,159.749490249325,20.8202083855975,1,-5.04844340913318,0.001,999
"Meloidogyne_incognita",1964,23.0279800204144,34.4848633651159,0.817445706822919,1,-14.0154670201031,0.001,999
"Meloidogyne_javanica",1905,25.5383648953152,34.9176999958427,0.842700342210583,1,-11.1300952790923,0.001,999
"Meloidogyne_luci",51,88.9851484705883,133.478934664921,13.5680033100412,2,-3.27931716831202,0.002,999
"Meloidogyne_sp.",4055,21.5156781025398,27.1969474243702,0.406152133982347,1,-13.9880326766356,0.001,999
"Meloidogyne_thamesi",123,13.9375118861789,97.9229951496887,7.5667048433287,1,-11.0993470741173,0.001,999
"Melolontha_melolontha",146,13.6949815753425,91.6260625223119,6.48739395325012,1,-12.0126943898523,0.001,999
"Merlinius_brevidens",1212,27.6440432079183,40.9475674171292,1.23667341959723,1,-10.7575080036439,0.001,999
"Merlinius_nanus",3,238.962974666667,249.571530448122,59.958233856864,435,-0.176932426108164,0.435,999
"Merophyas_divulsana",1,NA,NA,NA,NA,NA,NA,999
