"","my.paths","FPD2","SES.FPD2"
"407","Peach_rosette_mosaic_virus",236.156657,-0.832900438053978
"408","Peliococcus_turanicus",260.607577333333,-0.316885476871154
"409","Pemphigus_saliciradicis",NA,NA
"410","Penicillium_expansum",279.59541362963,1.39038525323338
"411","Penicillium_notatum",274.89513865625,0.545515360926205
"412","Penicillium_viridicatum",282.813872111111,0.555585873143594
"413","Penicillium_viticola",NA,NA
"414","Pennisetum_clandestinum",297.197051777778,1.39391627607581
"415","Peribatodes_rhomboidaria",NA,NA
"416","Peridroma_saucia",258.619572945455,-1.24682876240413
"417","Perissopneumon_ferox",233.754921,-0.780967600038777
"418","Pestalotiopsis_mangiferae",265.929010333333,-0.105022479664944
"419","Phaeoacremonium_aleophilum",245.587863833333,-1.60694424671843
"420","Phaeoacremonium_alvesii",235.55622425,-1.12609174658788
"421","Phaeoacremonium_fraxinopennsylvanicum",235.937564333333,-1.29576877148142
"422","Phaeoacremonium_hispanicum",NA,NA
"423","Phaeoacremonium_iranianum",235.720543,-1.5018377293982
"424","Phaeoacremonium_italicum",235.14853175,-1.4876357296848
"425","Phaeoacremonium_parasiticum",243.098239684211,-1.8789770406888
"426","Phaeoacremonium_scolyti",235.369014076923,-2.003859509135
"427","Phaeoacremonium_sicilianum",236.156658333333,-0.933423782798381
"428","Phaeoacremonium_tuscanicum",235.069479,-0.759655316518431
"429","Phaeoacremonium_viticola",235.267894230769,-1.92977570911937
"430","Phaeomoniella_chlamydospora",238.3310135,-0.728338271813355
"431","Phakopsora_euvitis",1.985059,-5.92547185469235
"432","Phalaenoides_glycinae",NA,NA
"433","Phenacoccus_aceris",237.3599879,-2.33830245083346
"434","Phenacoccus_madeirensis",256.899036230769,-0.948045542292857
"435","Phenacoccus_solani",255.019610333333,-0.880806043226392
"436","Phenacoccus_solenopsis",250.926975875,-2.22023588214202
"437","Phialophora_parasitica",243.098239684211,-1.92340484725994
"438","Philaenus_spumarius",236.292555125,-1.45317598427554
"439","Phlyctinus_callosus",261.982220818182,-0.354932939672934
"440","Phomopsis_cotoneastri",238.958134487805,-3.18056326760182
"441","Phomopsis_theicola",242.066318714286,-1.94513913260962
"442","Phomopsis_viticola",120.853098,-3.4803965771988
"443","Phyllactinia_guttata",236.808258075,-3.4475816334939
"444","Phyllocnistis_vitegenella",NA,NA
"445","Phyllocoptes_vitis",NA,NA
"446","Phyllophaga",265.635661030303,-0.336127750748771
"447","Phymatotrichopsis_omnivora",244.652167505376,-4.09619888644628
"448","Phytonemus_pallidus",237.186991,-1.06689184518412
"449","Phytophthora_cryptogea",250.535374541667,-2.17690842031875
"450","Phytoplasma_mali",235.0694795,-1.36575635090534
"451","Pinnaspis_strachani",271.670353925373,0.461472306283721
"452","Plagionotus_arcuatus",235.069479,-0.585685006496134
"453","Planococcus_citri",260.795525915493,-1.15522157264171
"454","Planococcus_ficus",254.839947428571,-0.823576581003118
"455","Planococcus_lilacinus",259.70308346875,-0.794043145272988
"456","Planococcus_minor",260.852292657143,-1.1679013226301
"457","Plasmopara_viticola",NA,NA
"458","Platynota_stultana",262.4877097,-0.492329198232866
"459","Polychrosis_viteana",NA,NA
"460","Polygonum_aviculare",278.034745486486,0.938478718077187
"461","Polygonum_lapathifolium",290.644721923077,1.31913344555061
"462","Polyphagotarsonemus_latus",243.448599352941,-1.69778404926163
"463","Potato_virus_X",237.211353,-1.41997709754836
"464","Pratylenchus_brachyurus",276.148686550725,1.04942103931996
"465","Pratylenchus_crenatus",272.671581851852,0.334542720255108
"466","Pratylenchus_hexincisus",329.400817833333,2.37982277058891
"467","Pratylenchus_neglectus",273.814737766234,0.708360084367697
"468","Pratylenchus_penetrans",263.712386302469,-1.28403646269936
"469","Pratylenchus_pratensis",235.06948,-0.541649424662709
"470","Pratylenchus_scribneri",285.079510130435,1.28642885949956
"471","Pratylenchus_sp.",274.21260693617,0.597276747309103
"472","Pratylenchus_thornei",272.164262649351,0.47416845520898
"473","Pratylenchus_vulnus",251.53543459322,-2.21944834394816
"474","Proeulia_auraria",235.31285175,-1.5486943176496
"475","Proeulia_chrysopteris",235.393975666667,-1.34528836514501
"476","Pseudaonidia_marquesi",235.06948,-0.503080027034018
"477","Pseudaonidia_trilobitiformis",259.287988421053,-1.05101696366935
"478","Pseudaulacaspis_pentagona",238.350556,-3.86218346632583
"479","Pseudococcus_calceolariae",235.891876,-2.38132685524969
"480","Pseudococcus_comstocki",235.114652357143,-2.03571469609742
"481","Pseudococcus_cribata",NA,NA
"482","Pseudococcus_cryptus",273.096132357143,0.375883379946118
"483","Pseudococcus_longispinus",271.903296442308,0.384184335778315
"484","Pseudococcus_maritimus",235.069479333333,-0.955395988166154
"485","Pseudococcus_meridionalis",236.0429665,-0.722194030947575
"486","Pseudococcus_viburni",254.349374280702,-1.88160844730218
