"","my.paths","FPD","SES.FPD"
"1","Acanthacris_ruficornis",243.080779862069,-1.36624115132151
"2","Achatina_fulica",249.219164011605,-3.05224475944523
"3","Agriotes_lineatus",544.24129272,22.9663828399143
"4","Agrotis_segetum",259.023939043892,-0.631738498433328
"5","Albonectria_rigidiuscula",252.024421927089,-1.88314840831361
"6","Aleurocanthus_spiniferus",242.996036345677,-2.28319063182939
"7","Alfalfa_mosaic_virus",245.091246246154,-1.88320074184856
"8","Alternaria_alternata",267.5321147819,1.66573778052184
"9","Ampeloglypter_ater",74.3330548823529,-12.8367123977808
"10","Ampelophaga_rubiginosa",163.361605,-2.75229303437469
"11","Amphicerus_bimaculatus",NA,NA
"12","Amyelois_transitella",242.574507461538,-1.33218261890965
"13","Anacridium_rubrispinum",242.574507722222,-1.12603509258592
"14","Anastrepha_fraterculus",242.6723869,-2.60139503648887
"15","Anomala_cuprea",650.100056,4.61953414008884
"16","Anomala_dubia",650.100056,4.71042498713769
"17","Aonidiella_aurantii",273.732290069938,4.03535735970326
"18","Aonidiella_inornata",263.492459185282,-0.274927259033711
"19","Aonidiella_orientalis",249.082585133678,-5.33898241647852
"20","Apate_monachus",242.683262444444,-2.49579280905532
"21","Aphis_fabae",246.777020460734,-4.26900029333974
"22","Aphis_gossypii",245.184045921053,-2.07360179063449
"23","Aphis_spiraecola",244.496423191057,-3.71030856276917
"24","Apolygus_spinolae",244.4431128,-1.83963088857825
"25","Arabis_mosaic_virus",250.530408134454,-1.78463640232894
"26","Argyrotaenia_ljungiana",650.100056,4.67078593933954
"27","Armillaria_luteobubalina",257.97554147561,-1.25874912790523
"28","Armillaria_mellea",283.423217728989,10.2394746933284
"29","Artichoke_Italian_latent_virus",250.654529818182,-0.544674892537403
"30","Aspergillus_niger",287.326725689389,6.37045323267933
"31","Aspidiotus_destructor",244.007764113384,-6.48832970893939
"32","Aspidiotus_ligusticus",245.741191411765,-0.899581551138305
"33","Aspidiotus_nerii",278.565865946457,6.7490632753418
"34","Asterococcus_muratae",244.969947150942,-2.40156908661832
"35","Asterolecanium_pustulans",239.829497339883,-10.742289996502
"36","Asymmetrasca_decedens",242.57450755814,-1.69565218056509
"37","Autographa_gamma",243.94481816,-1.19165887463847
"38","Bactrocera_tryoni",245.03498919802,-2.20386047935773
"39","Botryosphaeria_dothidea",279.466053912954,5.98134567291551
"40","Botryosphaeria_sacchari",548.8237068,28.4379097908412
"41","Botryosphaeria_stevensii",264.268374115468,-0.204986467272307
"42","Botryotinia_fuckeliana",272.596212733725,5.41259889037445
"43","Botrytis_cinerea",282.858416902012,7.89156062383489
"44","Botrytis_pseudocinerea",247.468473571429,-0.817369112427817
"45","Brevipalpus_californicus",251.086331736041,-2.39508642907306
"46","Brevipalpus_chilensis",226.332565321429,-3.28635816894325
"47","Brevipalpus_lewisi",242.574507390244,-1.68766477361685
"48","Cactodera_milleri",247.468474,-0.223174452474294
"49","Carnation_ringspot_virus",248.764812363636,-0.618353461491422
"50","Ceratitis_capitata",247.390498439117,-3.4074954070071
"51","Ceratitis_rosa",247.254866219178,-1.7806755639502
"52","Ceresa_alta",193.683829042735,-9.51520320908431
"53","Ceroplastes_actiniformis",259.6955651818,-0.182652130076205
"54","Ceroplastes_cirripediformis",255.080963307378,-2.7498727079304
"55","Ceroplastes_rusci",252.245949146907,-2.97877541474962
"56","Ceroplastes_sinensis",243.080779793103,-1.40886727155846
"57","Cerosterna_scabrator",242.574507712121,-2.22255906569263
"58","Chaetocnema_confinis",244.092016395349,-2.77878596081709
"59","Cherry_leaf_roll_virus",244.600525945313,-2.76836052152717
"60","Chinavia_sp.",245.759794381323,-3.69101248210134
"61","Chlidaspis_asiatica",242.574507586207,-1.9366323446329
"62","Chrysomphalus_aonidum",279.973973941942,5.19592411652182
"63","Chrysomphalus_dictyospermi",272.672419470408,3.26084699068732
"64","Chrysomphalus_pinnulifer",276.41043646182,2.10171156114275
"65","Citrus_exocortis_viroid",244.702318847826,-1.63060456056587
"66","Cnephasia_longana",242.574507578947,-1.59616264608851
"67","Coccus_hesperidum",271.852845442985,3.29474530548345
"68","Coccus_longulus",238.964149193906,-8.22848097484258
"69","Colletotrichum_acutatum",280.252490046892,4.18243641523015
"70","Colletotrichum_capsici",239.028367017511,-8.36547270068111
"71","Colletotrichum_nymphaeae",200.573997327704,-8.06850267536334
"72","Colomerus_vitis",NA,NA
"73","Coniella_diplodiella",174.476776797619,-9.66472455451706
"74","Conogethes_punctiferalis",251.950746183608,-1.03784321526234
"75","Conotrachelus_nenuphar",243.882849461544,-2.14880768689839
"76","Cornu_aspersum",249.358127525354,-2.74886001683251
"77","Costelytra_zealandica",245.273540924054,-2.00771427162884
"78","Crenulaspidiotus_lahillei",243.324504051282,-1.60577856379239
"79","Criconema_mutabile",301.585317016706,9.27539071742297
"80","Criconemoides_sp.",273.173919262234,2.31963203585774
"81","Criconemoides_xenoplax",279.554476436559,4.0597541361461
"82","Crocidosema_plebejana",243.057409238462,-2.95481755331727
"83","Crypticerya_palmeri",242.5745078,-1.00829266591151
"84","Cryptinglisia_lounsburyi",243.972783714286,-1.21943001500459
"85","Ctenopseustis_obliquana",243.97278355102,-1.71587483156621
"86","Cucumber_mosaic_virus",253.128706227549,-1.8339185091093
"87","Cylindrocarpon_liriodendri",285.810391929825,1.91494234585138
"88","Cylindrocladiella_parva",304.164837021277,7.69951699308992
"89","Dactylonectria_macrodidyma",156.223076,-1.77054571724116
"90","Dactylonectria_pauciseptata",359.98585,1.70380603213291
"91","Daktulosphaira_vitifoliae",74.3330548823529,-13.2644096975416
"92","Deilephila_elpenor",220.654358446809,-3.37109768536983
"93","Diabrotica_speciosa",244.441187052637,-1.85323601815971
"94","Diaporthe_cotoneastri",281.609152363197,6.88672756347445
"95","Diaporthe_rudis",225.446914487578,-8.90855743057523
"96","Diaspidiotus_osborni",224.764010939683,-8.51278898016569
"97","Diaspidiotus_perniciosus",264.88850820398,0.0244683660042687
"98","Diaspidiotus_uvae",205.943322965753,-8.69284737404169
"99","Diplodia_africana",650.100056,4.47586946521823
"100","Diplodia_corticola",194.71249109009,-8.77499586356493
"101","Ditylenchus_dipsaci",251.882366813505,-3.76478050737398
"102","Ditylenchus_sp.",290.502320968337,5.92611925489192
"103","Dociostaurus_maroccanus",246.140588235474,-3.90293030159381
"104","Drosophila_melanogaster",242.827643715517,-2.89710733954137
"105","Drosophila_simulans",243.49212615625,-1.43909908712941
"106","Drosophila_suzukii",215.132333693025,-8.63667130375729
"107","Duplaspidiotus_fossor",189.114606841122,-9.11853322357667
"108","Duplaspidiotus_tesseratus",209.747019736839,-8.80283663638958
"109","Dysmicoccus_brevipes",269.839582902936,1.3423560686289
"110","Dysmicoccus_sp.",244.532094,-0.535424364120978
"111","Edwardsiana_rosae",242.5745075625,-2.10140422739488
"112","Elsinoe_ampelina",158.453781205882,-10.0510660187162
"113","Empoasca_decipiens",242.685734045455,-1.74859309593222
"114","Endoclita_signifer",243.846808325202,-2.80570830169456
"115","Eotetranychus_carpini",242.574507833333,-0.64549304470182
"116","Epicoccum_nigrum",256.425847988184,-2.36838967449615
"117","Epiphyas_postvittana",276.112204032129,2.92995601383014
"118","Erysiphe_necator",144.784685083295,-13.2957396079545
"119","Erythroneura_comes",74.3330548823529,-13.438581674461
"120","Erythroneura_elegantula",242.574507584906,-1.8677051165721
"121","Eudocima_phalonia",260.55819486,-0.309571131174384
"122","Eulecanium_tiliae",243.060712939463,-5.50688274494223
"123","Euproctis_chrysorrhoea",242.628684346863,-4.61054458194826
"124","Eurhizococcus_brasiliensis",204.769324054795,-8.38884219452664
"125","Eutypa_lata",233.874182661616,-9.33745383894274
"126","Ferrisia_cristinae",252.9409565714,-0.370844385121057
"127","Ferrisia_sp.",250.241027954545,-2.02274283603033
"128","Ferrisia_virgata",247.96021960713,-5.48843021195344
"129","Fomitiporia_mediterranea",243.143573569767,-2.25852922696315
"130","Forficula_auricularia",243.972783571429,-1.59225390470249
"131","Formicococcus_robustus",252.736772108696,-1.04287449712734
"132","Frankliniella_australis",NA,NA
"133","Frankliniella_occidentalis",246.214914184782,-3.76069433765419
"134","Fusarium_gibbosum",298.376317342367,7.77367291370063
"135","Fusarium_graminearum",257.512370553885,-1.76790546620353
"136","Fusarium_oxysporum",284.451166863202,9.41137473668326
"137","Fusarium_proliferatum",491.71140575,25.6741148635137
"138","Geococcus_coffeae",250.822605056908,-2.69460495779203
"139","Globisporangium_irregulare",406.820995216933,24.0076984421172
"140","Gonocephalum_simplex",247.468474,-0.351264033332754
"141","Gracilacus_sp.",378.416357333333,2.27866153996731
"142","Grapevine_fanleaf_virus",84.6282420555556,-12.8223460336196
"143","Grapevine_virus_A",69.871644,-2.02941289559026
"144","Grovesinia_pyramidalis",226.081701392739,-8.24341515365128
"145","Gryllotalpa_gryllotalpa",252.475208550001,-1.8011011755287
"146","Gueriniella_serratulae",349.304997432836,14.5560604499005
"147","Halyomorpha_halys",250.133353082734,-2.99320874001375
"148","Harmonia_axyridis",138.570700527273,-11.3562434633806
"149","Helicotylenchus_abunaamai",NA,NA
"150","Helicotylenchus_digonicus",315.18705067442,14.1892651698806
"151","Helicotylenchus_dihystera",288.425195293036,10.0351111299587
"152","Helicotylenchus_erythrinae",275.425843375,2.76578940578123
"153","Helicotylenchus_multicinctus",505.211427060317,31.5833940479638
"154","Helicotylenchus_pseudorobustus",311.602311143638,11.053421204236
"155","Helicotylenchus_sp.",247.112400027184,-4.93206735063524
"156","Heliococcus_bohemicus",329.627817208955,12.3369356309076
"157","Heliothis_virescens",242.913693514851,-2.61713550308037
"158","Hemiberlesia_lataniae",257.285892185976,-3.79828275859265
"159","Hemiberlesia_rapax",237.745342634237,-9.97137832997808
"160","Hemicriconemoides_chitwoodi",244.420512829787,-2.27903218598022
"161","Hemicriconemoides_mangiferae",248.146033,-1.91484276163133
"162","Hemicriconemoides_sp.",246.182952356923,-4.203234256404
"163","Hemicriconemoides_wessoni",265.7278056,-0.0118031218105359
"164","Hemicycliophora_arenaria",380.047678666667,2.30269822881127
"165","Hemicycliophora_sp.",306.509289675848,10.8045469474046
"166","Heterodera_sp.",290.371408997323,8.70992675119459
"167","Heterodera_zeae",271.516129655172,0.370966886975706
"168","Heteronychus_arator",243.013017121212,-2.03759337119961
"169","Hippotion_celerio",232.243321624339,-5.45806286908539
"170","Holocacista_capensis",104.249314,-2.31610796073721
