"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"Erysiphe_necator",84,169.963126386327,275.518421078734,17.7505192193636,1,-5.94660321695039,0.001,999
"Erythroneura_comes",34,74.1379766951872,275.539518649043,26.9221287615897,1,-7.48089215891424,0.001,999
"Erythroneura_elegantula",53,60.1982213004355,274.315903446166,21.7552118024279,1,-9.8421327307802,0.001,999
"Eudocima_phalonia",50,206.692445409724,275.166143158239,23.1018227564142,1,-2.96399545916797,0.001,999
"Eulecanium_tiliae",446,201.784887713089,275.23523654252,7.43151208178569,1,-9.88363445030994,0.001,999
"Euproctis_chrysorrhoea",271,181.43903277365,275.838219894755,9.82098703494486,1,-9.61198571846344,0.001,999
"Eurhizococcus_brasiliensis",146,213.980874333398,275.305298504983,12.9283184353745,1,-4.74341844827928,0.001,999
"Eutypa_lata",594,218.556927139012,275.57353332677,6.16161493088133,1,-9.25351662305223,0.001,999
"Ferrisia_cristinae",7,221.531669999943,274.121804071662,61.9728053834483,33,-0.848600184328019,0.033,999
"Ferrisia_sp.",132,206.17664458961,275.246109540436,13.8351529366816,1,-4.99231669262578,0.001,999
"Ferrisia_virgata",672,230.226256031608,275.436480621096,5.65351226626911,1,-7.99683850678594,0.001,999
"Fomitiporia_mediterranea",86,81.2205609217511,274.949523761321,17.0854754248645,1,-11.3388101894804,0.001,999
"Forficula_auricularia",42,180.988314116144,274.479213801112,25.103665328272,1,-3.72419319897788,0.001,999
"Formicococcus_robustus",46,185.781613195169,274.299215560582,23.2739551997059,1,-3.80329005559533,0.001,999
"Frankliniella_australis",0,NA,NA,NA,NA,NA,NA,999
"Frankliniella_occidentalis",276,224.886077551462,275.449872045148,9.53053428671802,1,-5.30545224145017,0.001,999
"Fusarium_gibbosum",406,339.049031153308,275.420450591854,7.8099852814203,1000,8.14708072662118,1,999
"Fusarium_graminearum",399,229.693153664564,275.076267698228,7.67696292333311,1,-5.91159739689879,0.001,999
"Fusarium_oxysporum",1389,312.62309060238,275.441229333258,3.83295081968685,1000,9.70058396735698,1,999
"Fusarium_proliferatum",92,355.32188557308,275.688396280327,16.2340364753244,1000,4.90534128180598,1,999
"Geococcus_coffeae",246,197.398337730709,275.495068580935,10.0138765973495,1,-7.79885093360315,0.001,999
"Globisporangium_irregulare",189,396.468114628732,274.907016671224,11.800703064412,1000,10.3011742007225,1,999
"Gonocephalum_simplex",3,4.60591066666667,283.485100190842,107.992624149148,1,-2.58239108199664,0.001,999
"Gracilacus_sp.",3,512.45244,273.496756555271,94.6665242856684,911.5,2.52418355113207,0.9115,999
"Grapevine_fanleaf_virus",36,94.474898584127,274.59777226842,26.9305366217632,1,-6.68842497325994,0.001,999
"Grapevine_virus_A",1,NA,NA,NA,NA,NA,NA,999
"Grovesinia_pyramidalis",303,229.133114538892,275.448760860225,8.87719715794791,1,-5.21737272443759,0.001,999
"Gryllotalpa_gryllotalpa",160,215.773446158492,274.977594374001,12.4194220870701,1,-4.76706144621225,0.001,999
"Gueriniella_serratulae",201,363.110546249652,275.577580913815,10.8805511664149,1000,8.0449017698686,1,999
"Halyomorpha_halys",278,234.340835279937,275.96880201725,9.63147406514102,1,-4.32207639825112,0.001,999
"Harmonia_axyridis",55,146.740554218182,274.486308590244,21.3125835247409,1,-5.99391219857355,0.001,999
"Helicotylenchus_abunaamai",0,NA,NA,NA,NA,NA,NA,999
"Helicotylenchus_digonicus",516,344.729018156276,275.862031063538,6.81086833321404,1000,10.1113373102369,1,999
"Helicotylenchus_dihystera",1150,312.849853055132,275.638715942958,4.15348010334844,1000,8.9590262108575,1,999
"Helicotylenchus_erythrinae",440,280.68348660876,275.056499346711,7.26592920528769,783,0.774434639131173,0.783,999
"Helicotylenchus_multicinctus",116,348.967696182091,275.698475084434,15.0754249114811,1000,4.86017618262,1,999
"Helicotylenchus_pseudorobustus",362,338.873096104938,275.20094664378,7.84466231606621,1000,8.11662081754042,1,999
"Helicotylenchus_sp.",515,254.691653617633,275.714812681629,6.78186586197021,2,-3.09990782652966,0.002,999
"Heliococcus_bohemicus",268,338.545267925317,275.735631118807,9.59144156427101,1000,6.54850852039613,1,999
"Heliothis_virescens",101,156.093441811089,276.056270073426,16.3811172227314,1,-7.3232384965703,0.001,999
"Hemiberlesia_lataniae",1355,264.942596631594,275.511447625608,3.93048212800182,5,-2.68894518530414,0.005,999
"Hemiberlesia_rapax",823,231.654623556799,275.307297682363,5.12700568986412,1,-8.51426285948205,0.001,999
"Hemicriconemoides_chitwoodi",94,157.350761847175,275.143500745994,16.5869448483203,1,-7.1015331621331,0.001,999
"Hemicriconemoides_mangiferae",94,211.124752945301,275.398230607499,16.5935908375885,1,-3.87339173848993,0.001,999
"Hemicriconemoides_sp.",325,217.864769919505,275.404602947173,8.66416618019962,1,-6.64112758584494,0.001,999
"Hemicriconemoides_wessoni",5,130.7943394,276.716376145863,73.0383307582323,1,-1.99788296406837,0.001,999
"Hemicycliophora_arenaria",3,515.889527333333,267.988199636287,87.9181044710266,935,2.81968462796809,0.935,999
"Hemicycliophora_sp.",472,327.086244707951,275.465153496135,7.18711298265378,1000,7.18245160976379,1,999
"Heterodera_sp.",747,301.683359885733,275.378525238108,5.86765166176508,1000,4.48302594699567,1,999
"Heterodera_zeae",29,51.9571587339902,276.595255812635,30.2525164118402,1,-7.42543509506951,0.001,999
"Heteronychus_arator",66,71.0487803365967,275.606786455622,20.2820454937489,1,-10.0856694253088,0.001,999
"Hippotion_celerio",189,199.063954333108,274.870617246782,11.4202609636278,1,-6.63790986520441,0.001,999
"Holocacista_capensis",1,NA,NA,NA,NA,NA,NA,999
"Homalodisca_vitripennis",72,179.839093091941,275.577051679978,18.6116336071234,1,-5.14398470381425,0.001,999
"Hoplolaimus_pararobustus",74,203.594051338361,274.848953963419,17.9547649919536,1,-3.96857896257573,0.001,999
"Hoplolaimus_sp.",67,207.585717414705,276.790090397844,20.2536216758395,1,-3.4168887960267,0.001,999
"Hop_stunt_viroid",30,81.4158431839081,275.287355766976,28.8432185009672,1,-6.72156307995124,0.001,999
"Hyalesthes_obsoletus",17,149.173045926506,273.861756260174,39.4029184779366,1,-3.16445367881789,0.001,999
"Hyles_livornica",145,181.636035551341,275.375834667427,12.7185052255444,1,-7.37034717946369,0.001,999
"Hyphantria_cunea",121,214.357123978237,275.148467826166,14.3011947395896,1,-4.25078778066296,0.001,999
"Hypothenemus_eruditus",59,105.509850703682,275.495484314919,20.1931572972418,1,-8.41798194849179,0.001,999
"Hypurus_bertrandi",0,NA,NA,NA,NA,NA,NA,999
"Icerya_aegyptiaca",440,221.417345163129,275.433929189493,7.59422056755584,1,-7.11285424828637,0.001,999
"Icerya_purchasi",684,233.371196827919,275.199926464179,5.83638688693089,1,-7.16688774178504,0.001,999
"Icerya_schrottkyi",1,NA,NA,NA,NA,NA,NA,999
"Icerya_seychellarum",882,235.973456765515,275.691465923717,5.133394402993,1,-7.73718246450043,0.001,999
"Ilyonectria_radicicola",630,334.776668279938,275.661285166636,6.2966419868153,1000,9.38839832994883,1,999
"Inglisia_vitrea",72,70.3084433748044,274.937924585891,19.1205136235147,1,-10.7020912324986,0.001,999
"Jacobiasca_lybica",17,14.3266804705883,274.880036530433,38.1503632169547,1,-6.82964286809333,0.001,999
"Kalotermes_flavicollis",8,145.817131035714,277.111440142978,57.7483977823972,1,-2.27355760764128,0.001,999
"Kerria_lacca",113,144.302966360876,275.332592195113,15.1070719139194,1,-8.6733965775001,0.001,999
"Lasiodiplodia_theobromae",1724,286.017585800628,275.411612800524,3.40689599456199,999,3.11308975003432,0.999,999
"Lecanium_corni",916,272.056643850038,275.469396830441,4.96552570033096,241,-0.687289359951431,0.241,999
"Lecanodiaspis_rugosa",126,202.59176780833,275.462411450516,14.4903530279783,1,-5.0289074049118,0.001,999
"Lepadoretus_sinicus",159,213.862496550493,275.890962241725,12.7847481000186,1,-4.85175501354939,0.001,999
"Lepidosaphes_buzenensis",3,18.3207613333333,275.898780778491,95.7734483905275,1,-2.68945123908301,0.001,999
"Lepidosaphes_gloverii",197,230.618639399743,275.841929614173,11.5241274735801,1,-3.92422682915542,0.001,999
"Lepidosaphes_laterochitinosa",124,273.728979872178,275.011908660373,14.2512745161025,482,-0.0900220388530618,0.482,999
"Lepidosaphes_malicola",373,223.622097966647,275.504431904309,8.2872867411806,1,-6.26047288551665,0.001,999
"Lepidosaphes_ulmi",1074,278.708388221714,275.346691034919,4.58185289233116,761,0.733698192803438,0.761,999
"Lepidosaphes_ussuriensis",128,174.753758143455,275.340120390439,14.1664983450555,1,-7.10029816804319,0.001,999
"Leucaspis_vitis",34,74.1379766951872,274.419468787571,27.3332745250207,1,-7.32738742696368,0.001,999
"Limothrips_cerealium",54,178.959028937817,275.871346593969,21.6867143451751,1,-4.468741373804,0.001,999
"Lobesia_botrana",70,213.525402808367,276.048423850674,19.2663765493415,1,-3.2451883664884,0.001,999
"Longidorus_africanus",99,197.43379212328,275.173426974118,15.6519659137904,1,-4.96676489579781,0.001,999
"Longidorus_crataegi",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_elongatus",121,221.671977076301,275.899041570116,15.0795337799597,1,-3.59607036166336,0.001,999
"Longidorus_euonymus",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_magnus",86,153.992547304514,275.45152144245,17.4111874887297,1,-6.97591558396325,0.001,999
"Lopholeucaspis_japonica",650,220.917014242364,275.502788730892,6.15147949817145,1,-8.87360097757854,0.001,999
"Lycorma_delicatula",9,172.373461888889,277.86311728262,56.2053348708772,1,-1.87686196757082,0.001,999
"Maconellicoccus_hirsutus",961,233.669756481371,275.550774466684,4.88987469233176,1,-8.56484483150259,0.001,999
"Macrophoma_viticola",43,90.2630120332226,276.064729152228,24.1733170748273,1,-7.68623174651063,0.001,999
"Macrosiphum_euphorbiae",116,206.664603004048,274.644019276215,15.1318931554456,1,-4.49245944138212,0.001,999
"Mamestra_brassicae",114,178.451694349019,275.663770964057,15.4518717421544,1,-6.29128161540666,0.001,999
"Margarodes_vitis",6,9.13229459999999,276.907243273985,68.5470590628649,1,-3.90643963920329,0.001,999
"Melanaspis_arnaldoi",35,83.7629213210084,275.144394056287,27.384224162189,1,-6.98874912803008,0.001,999
"Meloidodera_sp.",295,370.186746123879,275.112089056333,9.36615780554015,1000,10.1508707243122,1,999
"Meloidogyne_arenaria",1105,238.096735462225,275.615121162593,4.37796456531866,1,-8.5698239765531,0.001,999
"Meloidogyne_chitwoodi",271,222.713403293729,275.407271647621,9.94645337103123,1,-5.29775452498083,0.001,999
"Meloidogyne_hapla",1337,229.949270908909,275.401180278131,3.92140758708636,1,-11.5907128651714,0.001,999
"Meloidogyne_hispanica",21,159.412126990476,275.57429947596,34.4455344916654,1,-3.37234344595788,0.001,999
"Meloidogyne_incognita",1909,243.454897548878,275.364058146983,3.15015574485935,1,-10.1293914277655,0.001,999
"Meloidogyne_javanica",1758,238.014469251732,275.527994253214,3.16217932428095,1,-11.8631871106842,0.001,999
"Meloidogyne_sp.",3566,270.234563830053,275.537974766487,1.86269001497943,6,-2.8471784858381,0.006,999
"Meloidogyne_thamesi",60,39.0172885225989,275.560495012911,20.4612672694597,1,-11.5605354925095,0.001,999
"Melolontha_melolontha",89,360.910283726762,275.10138227649,16.5766352891466,1000,5.17649691590035,1,999
"Merlinius_nanus",2,237.157208,279.957783006363,127.493896964226,250,-0.335706853625886,0.25,999
"Merophyas_divulsana",1,NA,NA,NA,NA,NA,NA,999
"Mesocriconema_rusticum",33,183.829399280303,274.667945373059,28.2891741321965,1,-3.21107097960031,0.001,999
"Metcalfa_pruinosa",163,200.999644097099,275.508262559371,12.4828087371412,1,-5.96889850924173,0.001,999
"Monilinia_fructigena",278,195.58945126546,275.388902190877,9.36995630753295,1,-8.51652326929875,0.001,999
"Mucor_circinelloides",44,212.378618056025,275.277132483987,24.114888784645,1,-2.60828548659996,0.001,999
"Murgantia_histrionica",64,193.567114596735,275.907737804964,20.0337334123185,1,-4.11009877757473,0.001,999
"Mycosphaerella_angulata",36,85.098723426973,275.233183376065,27.8766581706819,1,-6.82056144552712,0.001,999
"Naupactus_xanthographus",38,119.790667085349,274.950000454623,25.4641390827808,1,-6.09324873952621,0.001,999
"Neocosmospora_solani",598,244.7248152726,275.49390183556,6.3101790186112,1,-4.87610358948773,0.001,999
"Neofusicoccum_australe",45,152.033060573737,275.892148022954,24.2849966904303,1,-5.10023077326684,0.001,999
"Neofusicoccum_mediterraneum",2,237.157208,272.660324123722,114.602709149055,265,-0.309792991695741,0.265,999
"Neofusicoccum_parvum",152,204.406932349858,275.470244412094,12.5568064648203,1,-5.65934596995904,0.001,999
"Neopulvinaria_innumerabilis",359,213.796064009928,275.333750775199,8.57027960295574,1,-7.18035929003388,0.001,999
"Neoselenaspidus_silvaticus",178,145.496862440591,276.350601054352,11.5926367844585,1,-11.2876596624841,0.001,999
"Nipaecoccus_viridis",741,218.633373787815,275.407269628317,5.56173477364438,1,-10.2079473673464,0.001,999
"Noctua_pronuba",106,212.137573745019,275.018911367317,15.1862043979059,1,-4.14068821772011,0.001,999
"Nysius_niger",2,271.5161290003,270.951129514501,111.614122660806,785,0.00506207881520466,0.785,999
"Oceanaspidiotus_spinosus",254,277.386593270781,275.652038971286,9.93736319291068,587,0.174548747572445,0.587,999
"Oligonychus_coffeae",75,181.782195967399,275.052350874897,18.685836795492,1,-4.99148932575498,0.001,999
"Orgyia_postica",109,170.173225983914,274.743419957226,15.1205536389444,1,-6.91576488998274,0.001,999
"Otiorhynchus_ligustici",1,NA,NA,NA,NA,NA,NA,999
"Otiorhynchus_rugosostriatus",182,218.999589279825,275.066747515198,12.0647140109102,1,-4.64720159836954,0.001,999
"Otiorhynchus_sulcatus",324,251.244631865578,275.044672106745,8.91907725969236,1,-2.66844198656352,0.001,999
"Panonychus_citri",33,106.883364015152,275.273076446534,27.1910089409854,1,-6.19284531871734,0.001,999
"Panonychus_ulmi",55,204.143225248485,276.350360559654,21.085699343695,1,-3.42446006339173,0.001,999
"Pantoea_agglomerans",49,144.006211903061,274.091409374507,23.2043719437822,1,-5.6060641411285,0.001,999
"Paracoccus_marginatus",334,221.793817701215,275.239458960468,8.73639843401151,1,-6.11758285327106,0.001,999
"Paradiaspis_lizeriana",29,42.8956276502463,275.643657579176,29.9058662894198,1,-7.78268810796068,0.001,999
"Paralongidorus_maximus",78,310.959027357978,275.448910849351,17.5656174399324,969,2.02156950247026,0.969,999
"Paraputo_leveri",5,173.0199706,274.997484440753,71.2910831525128,2,-1.43043855320016,0.002,999
"Parasaissetia_nigra",1232,239.969900699416,275.62022708616,4.17816954736629,1,-8.53252267113383,0.001,999
"Paratrichodorus_divergens",4,459.154991,279.585124242628,86.3204795255969,953,2.08026956921763,0.953,999
"Paratrichodorus_hispanus",3,239.077654,270.87377838372,87.8233026163593,262.5,-0.362046557536279,0.2625,999
"Paratrichodorus_minor",542,269.680684354249,275.501694718098,6.62075722994519,178,-0.879206133328698,0.178,999
"Paratrichodorus_pachydermus",2,650.100056,272.402498346335,114.637833880226,971.5,3.29470249802771,0.9715,999
"Paratrichodorus_porosus",360,278.980202348436,275.974432945216,8.21915958094529,634,0.365702767249835,0.634,999
