"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"Ceroplastes_sinensis",2,247.468473,268.497950419401,110.756335563409,403.5,-0.189871552831954,0.4035,999
"Cerosterna_scabrator",3,125.092259,244.854463233244,60.0535646317737,30,-1.99425637707906,0.03,999
"Chaetocnema_confinis",20,98.6299348500001,177.724012313023,26.2462310072353,1,-3.01354039904695,0.001,999
"Cherry_leaf_roll_virus",26,151.8587735,167.035981693708,21.6705063496956,243,-0.700362416493406,0.243,999
"Chinavia_sp.",30,129.5401385,158.459251887713,20.1529979124595,76,-1.4349782356616,0.076,999
"Chlidaspis_asiatica",4,52.4843747500002,237.933209247498,53.9850322754083,1,-3.43518984209211,0.001,999
"Chrysomphalus_aonidum",176,72.9006352171594,86.8813677713567,5.67217884016144,8,-2.46479050611165,0.008,999
"Chrysomphalus_dictyospermi",215,65.0910047319668,80.822605810734,4.74985895823274,2,-3.312014360237,0.002,999
"Chrysomphalus_pinnulifer",47,136.193336297804,139.050413847574,15.1493856114979,438,-0.188593625051138,0.438,999
"Citrus_exocortis_viroid",13,39.259632923077,195.052550303964,33.0685436872418,1,-4.71121192557971,0.001,999
"Cnephasia_longana",2,170.005576,270.735490544549,114.065816041898,37,-0.88308590636435,0.037,999
"Coccus_hesperidum",409,62.8328396813224,63.424199797594,3.01196669075061,429,-0.196336871216926,0.429,999
"Coccus_longulus",135,81.3665853589052,96.0720484121505,7.07390262111476,20,-2.07883311955005,0.02,999
"Colletotrichum_acutatum",106,80.7355103961962,104.774834759623,8.16565173605357,1,-2.94395660511537,0.001,999
"Colletotrichum_capsici",222,52.8540708156455,79.9520769816853,4.74049180615795,1,-5.71628583575214,0.001,999
"Colletotrichum_nymphaeae",26,100.113579615262,165.124847510287,22.5260839000593,2,-2.88604393837202,0.002,999
"Coniella_diplodiella",5,128.0017816,229.780232218431,49.9748913197776,16,-2.03659173498096,0.016,999
"Conogethes_punctiferalis",8,288.7385264992,217.15590164893,41.1905381327391,958,1.7378414581424,0.958,999
"Conotrachelus_nenuphar",5,70.340967,231.727421462839,49.9119665879073,3,-3.23342207281289,0.003,999
"Cornu_aspersum",29,137.89949824139,160.49746987068,20.72674028327,133,-1.09028102443732,0.133,999
"Costelytra_zealandica",7,137.659694857186,219.310682560604,44.0575863922848,16,-1.85327872880745,0.016,999
"Crenulaspidiotus_lahillei",3,244.988876666667,247.500753464628,59.8714999755426,574,-0.0419544657973716,0.574,999
"Criconema_mutabile",33,145.15301669697,154.298487153636,18.6987671592388,309,-0.489094835974129,0.309,999
"Criconemoides_sp.",83,110.527956533743,114.487643682365,10.0709819551671,343,-0.393177861528198,0.343,999
"Criconemoides_xenoplax",78,80.7412460897436,116.815051048717,10.6399415917297,1,-3.39041381458458,0.001,999
"Crocidosema_plebejana",18,87.9450028333334,180.709177707122,27.3345926972767,1,-3.3936549156275,0.001,999
"Crypticerya_palmeri",2,225.402392,267.78358753673,112.787829592898,171.5,-0.375760360756149,0.1715,999
"Cryptinglisia_lounsburyi",4,107.6844955,236.540458999745,52.463016410399,4,-2.45612952354383,0.004,999
"Ctenopseustis_obliquana",3,240.594296333333,246.993010335997,60.9424593002559,478.5,-0.10499599254993,0.4785,999
"Cucumber_mosaic_virus",79,95.9805379620152,116.972180174067,9.64491242687877,14,-2.17644715503602,0.014,999
"Cylindrocarpon_liriodendri",6,251.955482666667,222.939756531482,47.4596766389733,829,0.611376397608173,0.829,999
"Cylindrocladiella_parva",26,163.728378361538,165.626480866888,21.0379797654808,485,-0.0902226604697252,0.485,999
"Dactylonectria_macrodidyma",2,242.574508,274.303571937111,124.50315484411,306,-0.254845461360705,0.306,999
"Dactylonectria_pauciseptata",2,650.100056,279.543123707703,128.027324403431,962.5,2.89435816939066,0.9625,999
"Daktulosphaira_vitifoliae",4,69.2871555,237.429795181674,54.9441512716991,1,-3.06024637363507,0.001,999
"Deilephila_elpenor",19,94.9040843684211,178.751279014231,26.3253940431904,2,-3.18503094419961,0.002,999
"Diabrotica_speciosa",10,119.25489220006,207.77905798279,37.0114606174653,5,-2.39180416838119,0.005,999
"Diaporthe_cotoneastri",244,52.4869394008812,77.3216119791048,4.4304683117613,1,-5.60542832736135,0.001,999
"Diaporthe_rudis",65,87.5025327692308,125.198233934021,12.0026621767008,1,-3.14061169179319,0.001,999
"Diaspidiotus_osborni",28,72.0004705714286,162.192999453371,21.0529077577031,1,-4.28408892111076,0.001,999
"Diaspidiotus_perniciosus",124,70.4239594193533,99.0142876303639,7.54757770593327,1,-3.78801376083022,0.001,999
"Diaspidiotus_uvae",23,125.086049086957,172.395710022362,23.6954718941669,22,-1.99656968836531,0.022,999
"Diplodia_africana",1,NA,NA,NA,NA,NA,NA,999
"Diplodia_corticola",21,76.4403113809524,173.894013337424,25.2726340985319,1,-3.85609594854747,0.001,999
"Ditylenchus_dipsaci",332,36.2232516807145,68.6958762616139,3.31625791197232,1,-9.79194786499176,0.001,999
"Ditylenchus_sp.",46,134.282966804348,139.855811005431,15.6580160566908,366,-0.355909981245805,0.366,999
"Dociostaurus_maroccanus",12,96.5283550000001,197.631596163659,33.9164056943006,2,-2.98095388040037,0.002,999
"Drosophila_melanogaster",5,217.0332824,234.568256202882,51.2182826020268,321,-0.342357707288446,0.321,999
"Drosophila_simulans",2,247.468473,277.291253276272,128.824283751738,415.5,-0.231499678536885,0.4155,999
"Drosophila_suzukii",41,111.85820502439,145.526572834408,16.3899316371622,16,-2.05421038692305,0.016,999
"Duplaspidiotus_fossor",2,242.574508,282.122898931916,130.714799056794,299,-0.30255480800405,0.299,999
"Duplaspidiotus_tesseratus",18,127.632625579822,182.408274302273,27.5307888893525,13,-1.9896142076639,0.013,999
"Dysmicoccus_brevipes",106,68.0693123249138,104.872338977946,8.26629681620729,1,-4.45217822095068,0.001,999
"Dysmicoccus_sp.",3,224.811371666667,245.64397480801,62.9275929447765,228,-0.331056729909017,0.228,999
"Edwardsiana_rosae",2,170.005576,274.603345062048,120.632736661169,38,-0.867076151607503,0.038,999
"Elsinoe_ampelina",11,74.3426823636364,202.936469630573,33.9162730338345,1,-3.79150701902456,0.001,999
"Empoasca_decipiens",3,221.500235333333,247.846219301817,66.2816454046655,188,-0.397485364275961,0.188,999
"Endoclita_signifer",13,99.2267330768615,195.489274070006,31.4784447214115,1,-3.05804628675529,0.001,999
"Eotetranychus_carpini",1,NA,NA,NA,NA,NA,NA,999
"Epicoccum_nigrum",167,75.4945943412946,88.8933977012553,5.95466866554165,12,-2.25013415733718,0.012,999
"Epiphyas_postvittana",61,63.7417449672131,127.52919852698,12.431242236574,1,-5.13122118818482,0.001,999
"Erysiphe_necator",27,74.104033999763,164.535302671061,22.0413625242663,1,-4.10279848043599,0.001,999
"Erythroneura_comes",1,NA,NA,NA,NA,NA,NA,999
"Erythroneura_elegantula",2,189.122359,275.45661787887,123.531137801842,77,-0.698886616080228,0.077,999
"Eudocima_phalonia",13,161.136878692308,197.871725877268,33.0184397573106,144,-1.11255551306984,0.144,999
"Eulecanium_tiliae",60,50.8602198666667,127.869349358602,12.8579315114206,1,-5.98923158235325,0.001,999
"Euproctis_chrysorrhoea",31,77.2662859032258,158.068175515218,19.9515357444841,1,-4.04990827006041,0.001,999
"Eurhizococcus_brasiliensis",18,117.545681500706,182.163868832075,26.0496404766486,5,-2.48057885441046,0.005,999
"Eutypa_lata",120,47.5082868416667,100.773695414497,7.50175422228504,1,-7.10039372052437,0.001,999
"Ferrisia_cristinae",5,222.92378159988,229.836200768331,50.9916459202395,435,-0.135559836198727,0.435,999
"Ferrisia_sp.",13,160.135132421539,196.105338095854,32.4282379158688,145,-1.10922479869662,0.145,999
"Ferrisia_virgata",175,71.5448446594615,87.1754670153983,5.8889958600345,6,-2.65420841301885,0.006,999
"Fomitiporia_mediterranea",8,123.977918625,215.493408116855,41.7316036535156,9,-2.19295405591598,0.009,999
"Forficula_auricularia",4,125.128685,236.754016064324,49.5817164911927,4,-2.25134059415131,0.004,999
"Formicococcus_robustus",13,186.865589769231,197.405213958529,33.5914193300873,389,-0.313759418312473,0.389,999
"Frankliniella_occidentalis",33,124.771226575761,155.59314724895,19.6730875487335,52,-1.5667047989716,0.052,999
"Fusarium_gibbosum",154,61.5655446086264,91.5625066741314,6.15841168916446,1,-4.87089262289556,0.001,999
"Fusarium_graminearum",100,48.1465918932876,107.622399275498,8.63309229479133,1,-6.8892820036332,0.001,999
"Fusarium_oxysporum",514,49.6523283821116,58.4309633765241,2.4665505543408,1,-3.55907361353823,0.001,999
"Fusarium_proliferatum",10,125.4129757,206.445962790076,36.2641423037737,10,-2.23452098801309,0.01,999
"Geococcus_coffeae",40,107.65340483531,146.666383181627,16.5538840783446,6,-2.35672656409095,0.006,999
"Globisporangium_irregulare",19,159.519356736874,181.196469514603,27.1134450934254,219,-0.799496806954495,0.219,999
"Gonocephalum_simplex",1,NA,NA,NA,NA,NA,NA,999
"Gracilacus_sp.",3,374.804824,246.94698072505,62.8289446808956,915,2.03501497477527,0.915,999
"Grapevine_fanleaf_virus",3,255.587107333333,245.861991776097,60.4475903433868,842.5,0.160885082465489,0.8425,999
"Grapevine_virus_A",1,NA,NA,NA,NA,NA,NA,999
"Grovesinia_pyramidalis",101,74.2414466336574,106.816722667931,8.71785805735338,1,-3.73661463859194,0.001,999
"Gryllotalpa_gryllotalpa",25,89.041297760016,167.97235471544,23.2304579835154,1,-3.39774002783045,0.001,999
"Gueriniella_serratulae",28,63.012331,162.245404830262,21.2444249252593,1,-4.67101718118414,0.001,999
"Halyomorpha_halys",100,84.628761032,107.497682141603,8.81203760773052,7,-2.5951910474759,0.007,999
"Harmonia_axyridis",3,95.1858946666667,248.634848041565,63.8072325501814,9,-2.40488338456331,0.009,999
"Helicotylenchus_digonicus",44,119.156119659102,141.915974741153,15.6164694927022,55,-1.45742641079576,0.055,999
"Helicotylenchus_dihystera",218,78.1192678708936,80.4010276911601,4.76979801445822,315,-0.478376613296846,0.315,999
"Helicotylenchus_erythrinae",51,118.116819321569,136.014576994718,14.2325180515897,103,-1.25752573144638,0.103,999
"Helicotylenchus_multicinctus",11,154.641452575024,203.059060064642,36.3086151427123,79,-1.33350190579596,0.079,999
"Helicotylenchus_pseudorobustus",64,133.158617051857,124.727725539954,12.2738143261099,753,0.686900688563331,0.753,999
"Helicotylenchus_sp.",103,94.6360824963928,105.673510034662,8.50229730443617,92,-1.29817002900034,0.092,999
"Heliococcus_bohemicus",31,96.8999350967742,157.611422224691,19.3852333579937,2,-3.13184195447828,0.002,999
"Heliothis_virescens",10,147.6109066,207.201262108564,36.0114344340957,41,-1.65476206224497,0.041,999
"Hemiberlesia_lataniae",357,61.3405654553089,66.8698574602859,3.21642130742405,39,-1.71908200962806,0.039,999
"Hemiberlesia_rapax",194,64.5904486553402,83.9916297565794,5.61973508627184,1,-3.45233019055174,0.001,999
"Hemicriconemoides_chitwoodi",5,213.787077,228.79634761311,49.4070409677429,318,-0.303788090100539,0.318,999
"Hemicriconemoides_mangiferae",8,191.877813166057,214.353758071965,42.1820257019408,328,-0.53283227943398,0.328,999
"Hemicriconemoides_sp.",24,158.716019458333,168.773021848253,23.6066186253245,326,-0.426024690343846,0.326,999
"Hemicriconemoides_wessoni",4,96.3478425,238.342493416649,53.1810538952639,3,-2.67002326046973,0.003,999
"Hemicycliophora_arenaria",3,381.678999666667,248.326505617149,64.5230457788928,922,2.06674208323161,0.922,999
"Hemicycliophora_sp.",54,114.380006351857,133.46298033145,13.4398353308839,71,-1.41988153201115,0.071,999
"Heterodera_sp.",69,103.503817637681,122.255601655686,11.6237276691914,52,-1.61323325456995,0.052,999
"Heterodera_zeae",20,21.2486589,177.745380238173,26.1416836896212,1,-5.98648209488913,0.001,999
"Heteronychus_arator",2,271.516129,271.599503078082,117.243825314206,749,-0.000711117006443957,0.749,999
"Hippotion_celerio",16,188.2614603125,186.176708154457,30.0708078336007,556,0.0693281061679086,0.556,999
"Holocacista_capensis",1,NA,NA,NA,NA,NA,NA,999
"Homalodisca_vitripennis",4,197.70424,237.920498100451,56.7911045450768,163,-0.708143615494046,0.163,999
"Hoplolaimus_pararobustus",5,229.359729,228.723614965848,49.3072675686076,514,0.0129010197790216,0.514,999
"Hoplolaimus_sp.",6,211.043215666667,226.740764964211,47.1995902854982,351,-0.33257808389,0.351,999
"Hop_stunt_viroid",7,88.9531704285715,219.463946905037,42.7968646191079,1,-3.04954060625728,0.001,999
"Hyalesthes_obsoletus",6,146.152425666767,225.84687016301,48.3187295618653,32,-1.64934892160619,0.032,999
"Hyles_livornica",15,144.911072333333,191.001672885234,30.1989629641969,53,-1.52623123537533,0.053,999
"Hyphantria_cunea",19,118.200284052632,181.009025391637,26.9692261027747,8,-2.32890410350125,0.008,999
"Hypothenemus_eruditus",4,174.53160375,239.586962221917,54.5971607093138,93,-1.19155204458862,0.093,999
"Icerya_aegyptiaca",111,93.3158629891501,103.546499169507,7.65619594595623,94,-1.33625579237691,0.094,999
"Icerya_purchasi",205,68.8805178802947,82.1957458639356,4.96983487819106,4,-2.67920933189785,0.004,999
"Icerya_schrottkyi",1,NA,NA,NA,NA,NA,NA,999
"Icerya_seychellarum",124,86.497905948211,99.279179436972,7.46450358668843,42,-1.71227374202807,0.042,999
"Ilyonectria_radicicola",93,79.4403080782452,109.652382046614,9.20696836065725,1,-3.28143562407244,0.001,999
"Inglisia_vitrea",9,95.0537203333333,211.977622053249,37.8122536246985,1,-3.09222250756148,0.001,999
"Jacobiasca_lybica",1,NA,NA,NA,NA,NA,NA,999
"Kalotermes_flavicollis",4,72.74449675,238.832160533539,53.7318037958611,1,-3.09104947257201,0.001,999
"Kerria_lacca",45,60.8490962222845,140.321601999572,16.0943464032247,1,-4.93791445680354,0.001,999
"Lasiodiplodia_theobromae",557,46.356819571068,56.7424922583931,2.32936905742549,1,-4.45857759388443,0.001,999
"Lecanium_corni",149,63.2645326576752,92.6019040102768,6.24683755651114,1,-4.69635572995219,0.001,999
"Lecanodiaspis_rugosa",6,175.372569668733,226.901372130682,46.9100419190745,121,-1.09845995343261,0.121,999
"Lepadoretus_sinicus",19,147.295138842758,180.064670876475,27.3122960355841,114,-1.19980875979899,0.114,999
"Lepidosaphes_buzenensis",3,14.9154346666667,248.036184657117,58.6489977762039,1,-3.97484626898494,0.001,999
"Lepidosaphes_gloverii",33,120.590051690273,154.784623579917,19.2449354778485,37,-1.77680886116783,0.037,999
"Lepidosaphes_laterochitinosa",33,120.079113787782,154.699176179506,19.1032393390733,25,-1.81226135406855,0.025,999
"Lepidosaphes_malicola",36,87.82767575,151.07587221544,17.881135790629,1,-3.53714647693611,0.001,999
"Lepidosaphes_ulmi",234,53.1980144834334,78.511871560734,4.37048245708688,1,-5.79200519069774,0.001,999
"Lepidosaphes_ussuriensis",11,158.217341636364,201.440491692876,34.4134005329704,94,-1.25599764589094,0.094,999
"Leucaspis_vitis",1,NA,NA,NA,NA,NA,NA,999
"Limothrips_cerealium",7,222.287950714371,218.657878099144,43.9132337338931,556,0.0826646618016057,0.556,999
"Lobesia_botrana",18,149.961585111111,182.919774266032,28.0632940925945,119,-1.1744233961336,0.119,999
"Longidorus_africanus",8,225.335068000075,215.369866041459,40.1151328086395,629,0.248415030959838,0.629,999
"Longidorus_crataegi",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_elongatus",27,98.8353405925704,164.729563382574,21.5290375349541,2,-3.06071382350551,0.002,999
"Longidorus_euonymus",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_magnus",4,152.8588265,236.704217122476,55.2126763104267,70,-1.5185895020025,0.07,999
"Lopholeucaspis_japonica",73,71.2083562247096,120.077967911931,10.9038908214963,1,-4.48185078952538,0.001,999
"Lycorma_delicatula",9,112.097793555556,211.780615623126,40.5337705795635,7,-2.45925362092589,0.007,999
"Maconellicoccus_hirsutus",208,68.254493078833,82.0423931171972,5.05485523150976,3,-2.7276547807772,0.003,999
"Macrophoma_viticola",7,96.6149402857143,220.614304263546,40.9177073425882,1,-3.03045727708135,0.001,999
"Macrosiphum_euphorbiae",10,171.8259717,207.251206381894,37.0285261808223,147,-0.956701179758045,0.147,999
"Mamestra_brassicae",10,124.88851540003,206.281461679896,38.152923401099,12,-2.1333344610107,0.012,999
"Margarodes_vitis",1,NA,NA,NA,NA,NA,NA,999
"Melanaspis_arnaldoi",2,242.574508,277.454967417413,122.731145190073,301.5,-0.284202183263209,0.3015,999
"Meloidodera_sp.",12,165.2522595,198.687735785178,33.4467296536205,154,-0.999663543534471,0.154,999
"Meloidogyne_arenaria",399,43.6994593120157,64.0748384433992,2.91880860683377,1,-6.98071777768465,0.001,999
"Meloidogyne_chitwoodi",107,47.7198477850411,104.613188336673,7.9807618860195,1,-7.1288106780001,0.001,999
"Meloidogyne_hapla",645,32.91639727754,53.7987555036,2.04314236721619,1,-10.2207063791215,0.001,999
"Meloidogyne_hispanica",4,249.620385,240.302373551227,53.6857320421918,772,0.173565882299049,0.772,999
"Meloidogyne_incognita",888,35.437346578514,47.9961697813568,1.55044129077333,1,-8.10016043663202,0.001,999
"Meloidogyne_javanica",782,35.8142339310087,50.2147202768406,1.73924124187642,1,-8.27975211207367,0.001,999
"Meloidogyne_sp.",1598,32.5067468499646,39.3033947195024,0.988187980458786,1,-6.87788963632436,0.001,999
"Meloidogyne_thamesi",4,207.3987365,236.660799943559,51.2837900292042,193,-0.570590890940299,0.193,999
"Melolontha_melolontha",20,85.0018679,176.8648588134,25.0270241741197,1,-3.67055189119906,0.001,999
"Merlinius_nanus",2,237.157208,271.844834882872,114.426041522331,238,-0.303144515194145,0.238,999
"Merophyas_divulsana",1,NA,NA,NA,NA,NA,NA,999
"Mesocriconema_rusticum",24,66.0837444583334,169.711890672981,22.7592812875753,1,-4.55322577656351,0.001,999
"Metcalfa_pruinosa",19,134.151057210526,179.302723031183,25.8417237531642,31,-1.74723893235366,0.031,999
"Monilinia_fructigena",30,64.1463732,159.395237966932,20.8125124238497,1,-4.57651929892827,0.001,999
"Mucor_circinelloides",11,187.719349,203.743196945945,35.1403975552582,339,-0.455995067237008,0.339,999
"Murgantia_histrionica",8,106.409714124925,215.414751054386,41.1904866169177,2,-2.64636438853554,0.002,999
"Mycosphaerella_angulata",4,131.93382924995,241.612563881877,55.9150521484732,22,-1.96152431979663,0.022,999
"Naupactus_xanthographus",2,237.157207,275.975459859837,115.862656483951,194.5,-0.335036793025834,0.1945,999
"Neocosmospora_solani",124,96.729077814667,99.0153320738856,7.20274921970675,397,-0.317414113622543,0.397,999
"Neofusicoccum_australe",7,134.866848142857,219.960829440281,44.3398792016375,17,-1.91912975022904,0.017,999
"Neofusicoccum_mediterraneum",2,237.157208,275.058709849826,119.340899137869,243,-0.317590215287723,0.243,999
"Neofusicoccum_parvum",18,149.995512166656,181.580743744407,27.2079062909297,116,-1.16088431208253,0.116,999
"Neopulvinaria_innumerabilis",58,90.336478724138,129.987713342354,13.5997976671528,2,-2.91557533344665,0.002,999
"Neoselenaspidus_silvaticus",19,152.969692632221,179.491662957697,26.169266426343,147,-1.01347779083244,0.147,999
"Nipaecoccus_viridis",116,70.4700651900742,101.704548755477,7.85289850305413,1,-3.97744648721176,0.001,999
"Noctua_pronuba",14,160.420961357164,193.530069836726,31.061920104528,130,-1.06590669115575,0.13,999
"Nysius_niger",2,271.5161290003,278.084592784781,128.40224737914,773,-0.0511553646338152,0.773,999
"Oceanaspidiotus_spinosus",45,134.297003874667,141.443790830391,14.7075323329141,327,-0.485926992642455,0.327,999
"Oligonychus_coffeae",10,173.36887289968,205.955568643606,37.597006684652,189,-0.866736440409985,0.189,999
"Orgyia_postica",10,170.41905399904,207.222963502261,37.846721274609,156,-0.972446443542063,0.156,999
"Otiorhynchus_ligustici",1,NA,NA,NA,NA,NA,NA,999
"Otiorhynchus_rugosostriatus",9,149.086583111111,210.306309726372,39.1380517200816,45,-1.56419964522275,0.045,999
"Otiorhynchus_sulcatus",49,84.3900341631918,137.566867925959,14.3902236705143,1,-3.69534449083835,0.001,999
"Panonychus_citri",5,212.158798,231.302715753242,50.0871242205715,309,-0.382212355992666,0.309,999
"Panonychus_ulmi",5,310.3515938,228.265634344155,49.8979872251763,895,1.64507556357761,0.895,999
"Pantoea_agglomerans",8,142.648015875,217.032635134464,40.3873452980924,22,-1.8417803574472,0.022,999
"Paracoccus_marginatus",128,63.3281449694008,97.9389844227107,7.35666649304151,1,-4.70469056685489,0.001,999
"Paradiaspis_lizeriana",3,255.587107,248.09174331016,61.1156495630687,849,0.122642297732685,0.849,999
"Paralongidorus_maximus",49,118.363361489776,137.15679184512,15.0238631602627,117,-1.25090532008118,0.117,999
"Paraputo_leveri",3,236.870244666667,250.636144504505,65.4859464292371,390.5,-0.210211512369506,0.3905,999
"Parasaissetia_nigra",286,64.3666061096593,72.4315970705877,3.88989049310118,17,-2.07332082361491,0.017,999
"Paratrichodorus_divergens",4,361.2028055,240.109782466956,55.3760689979278,962.5,2.1867392399698,0.9625,999
"Paratrichodorus_hispanus",3,230.686834333333,249.277485483133,63.6919550098777,275,-0.291883820286508,0.275,999
"Paratrichodorus_minor",82,81.4617831464269,114.985227327412,9.59534894794764,1,-3.49371808809049,0.001,999
"Paratrichodorus_pachydermus",2,650.100056,268.047599610615,114.777650093389,971.5,3.32863110613023,0.9715,999
"Paratrichodorus_porosus",57,125.469594567166,131.087152000643,13.2301777958839,349,-0.424601809601142,0.349,999
"Paratylenchus_hamatus",41,138.830976097588,145.157415089064,16.7724397908581,358,-0.377192529552236,0.358,999
"Paratylenchus_sp.",121,92.1184829277248,100.49482054144,7.49661826563911,127,-1.11734882541752,0.127,999
"Parlatoria_cinerea",11,105.003686727273,204.40074188077,35.2893004622003,3,-2.81663432971603,0.003,999
"Parlatoria_oleae",146,74.6837819315124,93.5891252266348,6.41078200878051,2,-2.94899175626761,0.002,999
"Parlatoria_proteus",131,70.5747669392137,96.8601039776376,7.17775668348813,1,-3.66205462200903,0.001,999
"Parlatoria_theae",70,78.9627232431229,122.067207414826,11.0022847424089,1,-3.91777573303065,0.001,999
