"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"Acanthacris_ruficornis",2,247.468473,284.484590703703,131.99951984812,372.5,-0.280426154173092,0.3725,999
"Achatina_fulica",68,97.6084199558353,123.13821035533,11.5889504663667,14,-2.20294240393784,0.014,999
"Agriotes_lineatus",4,165.429815,241.365942463968,54.7807018019228,70,-1.38618391086955,0.07,999
"Agrotis_segetum",26,110.261494345919,165.471085680956,22.2244177931828,3,-2.48418617076087,0.003,999
"Albonectria_rigidiuscula",51,83.3853861371922,135.425128774637,14.5110036898355,1,-3.58622627006135,0.001,999
"Aleurocanthus_spiniferus",7,223.391913142829,223.927796517915,44.7374041815438,524,-0.011978419063198,0.524,999
"Alfalfa_mosaic_virus",36,99.7100233055556,151.06874849012,17.5849523769325,3,-2.92060644144451,0.003,999
"Alternaria_alternata",791,43.4954144459333,50.0905813575362,1.75312849144455,1,-3.76194154837365,0.001,999
"Ampeloglypter_ater",1,NA,NA,NA,NA,NA,NA,999
"Ampelophaga_rubiginosa",4,168.9717405,236.918878397851,51.8056737975349,90,-1.31157714815947,0.09,999
"Amyelois_transitella",1,NA,NA,NA,NA,NA,NA,999
"Anacridium_rubrispinum",2,237.157208,275.688098292477,116.466714654175,250.5,-0.33083177804823,0.2505,999
"Anastrepha_fraterculus",20,97.64532285,177.170020928672,25.0808742514164,1,-3.17073070426087,0.001,999
"Anomala_cuprea",1,NA,NA,NA,NA,NA,NA,999
"Anomala_dubia",1,NA,NA,NA,NA,NA,NA,999
"Aonidiella_aurantii",173,78.1893174059662,87.8301920539893,5.73747254786757,36,-1.68033477591214,0.036,999
"Aonidiella_inornata",21,189.534277809514,175.231253670509,25.4860869976333,726,0.561209107554794,0.726,999
"Aonidiella_orientalis",161,76.3278634021563,89.6201713762211,6.11052405234233,16,-2.17531391091889,0.016,999
"Apate_monachus",9,162.087176333333,209.241406601451,36.8892324991621,87,-1.27826541984001,0.087,999
"Aphis_fabae",34,102.594669235312,154.094313487482,19.4399767190525,5,-2.6491618275292,0.005,999
"Aphis_gossypii",20,146.1542707,177.243173329759,25.2468463360899,104,-1.23139746706968,0.104,999
"Aphis_spiraecola",16,110.939609125,187.494171980633,29.2819653269934,3,-2.61439292071909,0.003,999
"Apolygus_spinolae",2,247.468474,282.207034284445,129.779003412472,603,-0.267674734518011,0.603,999
"Arabis_mosaic_virus",24,157.238522083333,168.878516730299,22.6287967838666,299,-0.514388580097405,0.299,999
"Argyrotaenia_ljungiana",1,NA,NA,NA,NA,NA,NA,999
"Armillaria_luteobubalina",35,120.813656171429,152.856674761301,18.744278739335,41,-1.70948261256005,0.041,999
"Armillaria_mellea",597,40.3757007889199,55.3193892458996,2.25411204019371,1,-6.62952337351228,0.001,999
"Artichoke_Italian_latent_virus",9,128.627498,209.246653180104,37.1355725221591,14,-2.17094149099217,0.014,999
"Aspergillus_niger",117,87.5276470234706,101.524485097159,7.61599997672567,36,-1.83782013083801,0.036,999
"Aspidiotus_destructor",128,90.030790970677,98.3578728545914,7.3053269549572,124,-1.13986436681849,0.124,999
"Aspidiotus_ligusticus",3,242.321803,250.238219541958,63.6171865995606,494,-0.124438331292258,0.494,999
"Aspidiotus_nerii",417,51.350872297881,63.2429118764845,2.81123105112979,1,-4.23018932357918,0.001,999
"Asterococcus_muratae",12,200.534176083283,198.706003123434,34.2395878045143,552,0.0533935446386579,0.552,999
"Asterolecanium_pustulans",149,75.68000555049,92.7278943837206,6.34477383312938,4,-2.68691828607265,0.004,999
"Asymmetrasca_decedens",2,208.516117,278.454086667655,122.588575547735,53,-0.570509685385991,0.053,999
"Autographa_gamma",8,124.34574025,216.711730418592,41.7897900184512,6,-2.210252555177,0.006,999
"Bactrocera_tryoni",37,91.212481657526,150.751545293446,16.553107819493,1,-3.59685107383926,0.001,999
"Botryosphaeria_dothidea",314,49.1413368419567,70.092157712388,3.57604519015575,1,-5.85865663222192,0.001,999
"Botryosphaeria_sacchari",11,67.31954202986,202.937416608598,36.8048349206303,1,-3.68478421031363,0.001,999
"Botryosphaeria_stevensii",60,72.18364201,128.680425344622,12.720990227506,1,-4.44122527603725,0.001,999
"Botryotinia_fuckeliana",931,42.7698485593949,47.229013148324,1.52130920455103,1,-2.93113627104171,0.001,999
"Botrytis_cinerea",777,47.4762621141981,50.4108021478292,1.74220282371016,45,-1.6843848452626,0.045,999
"Botrytis_pseudocinerea",1,NA,NA,NA,NA,NA,NA,999
"Brevipalpus_californicus",13,183.875808,194.591183858664,33.1036597327729,385,-0.323691578066088,0.385,999
"Brevipalpus_chilensis",8,203.096485625,214.246315354014,40.1321121587688,405,-0.27782813137029,0.405,999
"Brevipalpus_lewisi",2,208.516116,270.511573823819,110.094358888763,62,-0.563112029077331,0.062,999
"Cactodera_milleri",1,NA,NA,NA,NA,NA,NA,999
"Carnation_ringspot_virus",6,130.383462833333,227.637749999456,46.4348885643044,9,-2.09442275351738,0.009,999
"Ceratitis_capitata",82,91.453680999989,115.675049793175,9.77163435009369,7,-2.47874285154287,0.007,999
"Ceratitis_rosa",44,91.1859370227273,142.594025295218,15.6731647742289,2,-3.28000687882894,0.002,999
"Ceresa_alta",5,103.948909,232.754228316675,51.0214997441851,4,-2.52453024631747,0.004,999
"Ceroplastes_actiniformis",8,166.72827874995,214.554696750501,41.5262842234248,109,-1.15171436344339,0.109,999
"Ceroplastes_cirripediformis",111,90.7339544776397,103.572072224885,7.79703506206103,49,-1.64653841428948,0.049,999
"Ceroplastes_rusci",78,89.0372171626674,117.419259929477,10.7359712794287,4,-2.6436399677403,0.004,999
