"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"Naupactus_xanthographus",58,130.518153706594,274.272075719276,20.7950607529067,1,-6.91288781123607,0.001,999
"Neofusicoccum_australe",105,309.121023429304,273.424649483509,14.6071498055815,983,2.44376037905457,0.983,999
"Neofusicoccum_macroclavatum",3,180.215220666667,273.672931589591,89.5340391444834,14,-1.04382324103695,0.014,999
"Neofusicoccum_mediterraneam",3,240.768741333333,275.703828962959,97.1490581274709,328,-0.359602947295552,0.328,999
"Neofusicoccum_vitifusiforme",12,183.979223409091,271.97506518248,43.4090005649929,1,-2.0271335582039,0.001,999
"Neonectria_macrodidyma",31,286.368794782834,272.343687070776,27.26518357777,723,0.514396232545214,0.723,999
"Neonectria_radicicola",218,390.937529829282,274.068175818196,10.6177143310014,1000,11.0070162341675,1,999
"Neopulvinaria_innumerabilis_innumerabilis",430,207.361695156383,273.764190568609,7.39898452309229,1,-8.97454173677256,0.001,999
"Neoselenaspidus_silvaticus",187,138.846035836153,273.877054693246,11.2707823027466,1,-11.9806252334576,0.001,999
"Nipaecoccus_viridis",998,222.682774358745,273.887687665487,4.55150847533282,1,-11.2500973214156,0.001,999
"Noctua_pronuba",145,225.318225980296,273.907433645349,12.8733294199483,1,-3.77440878579241,0.001,999
"Nysius_niger",8,79.6084584286464,276.177665452159,56.7407605528353,1,-3.46433860082777,0.001,999
"Oceanaspidiotus_spinosus",380,263.510231461359,274.248632790576,7.52330107204261,74,-1.42735233195994,0.074,999
"Oligonychus_coffeae",92,183.573747397139,273.653627845627,15.7343943694803,1,-5.72503004139859,0.001,999
"Orgyia_postica",133,173.99587140478,273.757431525109,13.2955559069234,1,-7.50337637769474,0.001,999
"Otiorhynchus_ligustici",2,242.574508,272.968264858325,117.26676279268,305,-0.259184752222239,0.305,999
"Otiorhynchus_rugosostriatus",211,228.880010602483,274.371107424914,10.8398648599517,1,-4.196647966572,0.001,999
"Otiorhynchus_sulcatus",368,253.94281662663,274.256234672708,8.05482600959106,4,-2.521894082118,0.004,999
"Panonychus_citri",48,118.40803654078,274.01481311204,21.7739694676385,1,-7.14645883941969,0.001,999
"Panonychus_ulmi",71,199.243770597183,273.242651934518,18.8591980207044,1,-3.92375546701909,0.001,999
"Pantoea_agglomerans",114,168.322353231175,273.76269213672,14.9674232766544,1,-7.04465537966091,0.001,999
"Paracoccus_marginatus",441,218.10785125749,273.54145197759,6.94619249115338,1,-7.98042968010175,0.001,999
"Paradiaspis_lizeriana",31,54.7129882451613,273.992196505056,27.4253915251633,1,-7.9954814157786,0.001,999
"Paralongidorus_maximus",80,301.377165677218,274.621831870447,17.2105313850189,932,1.55459080305097,0.932,999
"Paraputo_leveri",79,67.7802814222655,274.467763864668,17.943015356078,1,-11.5191052529746,0.001,999
"Parasaissetia_nigra",1621,240.509989596761,273.939130896821,3.35011552126375,1,-9.97850405094384,0.001,999
"Paratrichodorus_divergens",5,419.5530736,272.343036031257,69.4625495457675,956,2.11927201825135,0.956,999
"Paratrichodorus_hispanus",4,241.641741833333,274.054833941374,77.6456926635079,335,-0.417448682549702,0.335,999
"Paratrichodorus_minor",609,267.419916645258,274.209292058312,6.019994035932,133,-1.12780434208568,0.133,999
"Paratrichodorus_pachydermus",3,521.187170666667,271.817506197528,88.6211683660308,958,2.81388373756449,0.958,999
"Paratrichodorus_porosus",281,292.621501667877,274.037710538983,8.84364488478602,977,2.10137238333301,0.977,999
"Paratylenchus_hamatus",732,297.357473469186,273.96424020988,5.49233822384143,1000,4.25924848505501,1,999
"Paratylenchus_sp.",1156,284.653387791193,273.959680255095,4.40555867327144,994,2.42732155650924,0.994,999
"Parlatoria_cinerea",119,201.17639772568,275.133671936069,14.2102357962046,1,-5.20450717856083,0.001,999
"Parlatoria_oleae",1079,266.049137247934,274.085120813506,4.27332193613281,23,-1.88050038955049,0.023,999
"Parlatoria_proteus",909,306.204830001862,273.849603463963,4.77819864069529,1000,6.77142768036748,1,999
"Parlatoria_theae",677,219.339005286021,273.832815698704,5.71250811639531,1,-9.53938433037522,0.001,999
"Parthenolecanium_corni",572,205.181990566675,273.867606641725,6.30918154683598,1,-10.8866127191245,0.001,999
"Parthenolecanium_corni_corni",1157,267.284081122244,273.874485201642,4.4814595146991,70,-1.47059324262151,0.07,999
"Parthenolecanium_persicae",533,218.666288721597,274.047314054625,6.72312952738365,1,-8.23738782771601,0.001,999
"Peach_rosette_mosaic_virus",56,163.228802907143,273.736053672133,20.8608789603195,1,-5.2973439410291,0.001,999
"Peliococcus_turanicus",372,202.634058286578,273.888666632833,7.99046420230925,1,-8.91745542463764,0.001,999
"Penicillium_expansum",63,261.633037133539,272.769215918223,19.3251963206814,325,-0.576251780312651,0.325,999
"Penicillium_notatum",16,372.760618275,271.795854093587,36.0108394804695,993,2.80373258824391,0.993,999
"Penicillium_viridicatum",5,406.511187,271.683783930628,67.3891296658446,895,2.00072925318856,0.895,999
"Peridroma_saucia",497,230.640582077221,274.09061567317,6.66276807118359,1,-6.52131863689947,0.001,999
"Perissopneumon_ferox",7,86.4097102857144,273.645639548817,58.6558613345189,1,-3.19210944998799,0.001,999
"Pestalotiopsis_mangiferae",91,107.507466984127,273.822848413261,16.2476150878054,1,-10.2362950211666,0.001,999
"Phaeoacremonium_aleophilum",16,288.015670191667,272.058339298965,38.4784696526779,621,0.414708044180012,0.621,999
"Phaeoacremonium_alvesii",5,235.020864,271.724772616416,69.4480308984991,211,-0.528508989262205,0.211,999
"Phaeoacremonium_fraxinopennsylvanicum",8,218.130394714286,274.443036709765,54.1307594580715,12,-1.040307628403,0.012,999
"Phaeoacremonium_iranianum",6,380.5357946,275.721985464019,66.9059327164024,868,1.56658467912346,0.868,999
"Phaeoacremonium_italicum",5,247.1915762,276.813495047439,71.5149711847912,413,-0.414205841891445,0.413,999
"Phaeoacremonium_parasiticum",11,361.200728181818,276.189604293861,49.90866218611,932,1.70333405393536,0.932,999
"Phaeoacremonium_scolyti",4,242.789462166667,269.651032505372,74.3382060414867,409,-0.361342730327847,0.409,999
"Phaeoacremonium_viticola",4,241.641740833333,268.422939035198,72.0448565737529,349,-0.371729495698951,0.349,999
"Phaeomoniella_chlamydospora",2,69.871644,271.88616855555,112.050735125519,9,-1.80288441953775,0.009,999
"Phakopsora_euvitis",38,124.713936874822,273.755657643376,25.0149411893246,1,-5.95810798196715,0.001,999
"Phalaenoides_glycinae",26,130.716693544615,274.572229932182,30.4409829320918,1,-4.72571916315847,0.001,999
"Phenacoccus_aceris",622,208.953925670343,273.779338919036,5.94212415181295,1,-10.9094679936828,0.001,999
"Phenacoccus_madeirensis",509,232.237750706899,273.863317083052,6.87769508217349,1,-6.05225528012185,0.001,999
"Phenacoccus_solani",471,231.087535437938,273.670772128362,6.58869337210137,1,-6.46307762184454,0.001,999
"Phenacoccus_solenopsis",713,215.582464516832,273.8391554729,5.52214909604588,1,-10.5496410804595,0.001,999
"Phialophora_parasitica",11,361.200728181818,271.624164589826,45.1050565868752,953,1.98595391227282,0.953,999
"Philaenus_spumarius",261,197.688747584439,273.810698511568,9.41710405780315,1,-8.08337153968838,0.001,999
"Phlyctinus_callosus",22,157.878270593074,272.180519399067,33.6850913900812,1,-3.39325927551589,0.001,999
"Phomopsis_cotoneastri",171,303.27412542208,273.276739340989,11.8601519220281,986,2.52925816450762,0.986,999
"Phomopsis_theicola",21,268.059838533343,274.491883238127,33.0240603451209,441,-0.194768439663841,0.441,999
"Phomopsis_viticola",6,131.6654532,272.50109313528,63.2779343495831,1,-2.22566746817657,0.001,999
"Phyllactinia_guttata",388,226.994033082953,273.787650791964,7.29181526737563,1,-6.41727964754815,0.001,999
"Phyllophaga",325,199.757843746812,273.708263744844,8.63596840174319,1,-8.56307209080395,0.001,999
"Phymatotrichopsis_omnivora",440,263.106309218101,273.901217211123,7.13425585368405,57,-1.51310917556286,0.057,999
"Phytonemus_pallidus",259,227.421349217055,274.238533748863,9.25936626484295,1,-5.05619749696785,0.001,999
"Phytophthora_cryptogea",327,380.33064754636,273.294416919398,8.38297342319071,1000,12.7682893913103,1,999
"Phytoplasma_mali",20,142.879526378947,274.456211429617,34.8923487516869,1,-3.77093230344111,0.001,999
"Pinnaspis_strachani",1413,245.244341733374,274.014904185656,3.77183359036906,1,-7.62773907251472,0.001,999
"Plagionotus_arcuatus",2,242.574507,274.935687024013,124.006728724467,321,-0.26096309738092,0.321,999
"Planococcus_citri",1187,244.296079792279,273.809113979422,4.11541391018158,1,-7.17134043652982,0.001,999
"Planococcus_ficus",222,193.197943953773,273.588809160801,10.4622716142932,1,-7.68388244644698,0.001,999
"Planococcus_lilacinus",175,230.372993054448,273.67894444286,11.9119755817345,1,-3.63549699134847,0.001,999
"Planococcus_minor",436,235.018754284973,273.611174862064,7.25172808696213,1,-5.32182400033395,0.001,999
"Plasmopara_viticola",23,83.0300587747036,273.714815802014,33.08130342437,1,-5.76412466525847,0.001,999
"Platynota_stultana",564,322.469379539337,273.965789285633,6.46007491926189,1000,7.50820862914171,1,999
"Polyphagotarsonemus_latus",148,208.811380001244,273.752379434765,12.3715101276512,1,-5.24923786695807,0.001,999
"Potato_virus_X",4,213.621296333333,271.561918215807,76.1674239774436,50,-0.760700820072789,0.05,999
"Pratylenchus_brachyurus",324,268.957804456695,273.607455757716,8.40649398460256,305,-0.553102317034633,0.305,999
"Pratylenchus_crenatus",642,326.682276066926,274.288181491352,5.90603863519478,1000,8.87127528481644,1,999
"Pratylenchus_hexincisus",14,169.504907593568,273.524330604875,43.001156955619,1,-2.41899126385517,0.001,999
"Pratylenchus_neglectus",1636,275.206574834242,274.066758676988,3.30868709390324,638,0.344491976697919,0.638,999
"Pratylenchus_penetrans",1670,276.052717975121,273.885887750729,3.36419395812396,740,0.644085998418493,0.74,999
"Pratylenchus_pratensis",36,40.3745317031746,273.77425926245,26.2497928896644,1,-8.89148834584424,0.001,999
"Pratylenchus_scribneri",159,224.162905983187,273.911251648465,11.9161786039839,1,-4.17485733628112,0.001,999
"Pratylenchus_sp.",1003,245.479248103526,274.088628219444,4.51274049458748,1,-6.33969095945836,0.001,999
"Pratylenchus_thornei",865,302.473351891819,273.975847845666,5.11412179123901,1000,5.572316266494,1,999
"Pratylenchus_vulnus",1474,299.007694280473,274.038608501232,3.62699052302644,1000,6.88424345768784,1,999
"Proeulia_auraria",3,254.624210666667,267.98537475048,86.2212948654857,591,-0.154963621280082,0.591,999
"Proeulia_chrysopteris",23,112.676634490119,273.980200790635,32.9223429967501,1,-4.89951660841512,0.001,999
"Pseudaonidia_marquesi",31,72.5134937204301,275.846078030099,28.8323514471733,1,-7.0522372995562,0.001,999
"Pseudaonidia_trilobitiformis",728,224.680286475071,273.598858705245,5.31487018451324,1,-9.20409540250223,0.001,999
"Pseudaulacaspis_pentagona",1767,263.480745276254,273.854201911071,3.14738561451155,1,-3.2958963105724,0.001,999
"Pseudococcus_calceolariae",765,223.417372824192,273.779205431725,5.18169511628314,1,-9.71918097791482,0.001,999
"Pseudococcus_comstocki",403,337.569394360762,273.636791942023,7.50162814447546,1000,8.52249687500463,1,999
"Pseudococcus_cribata",2,247.468474,266.35161549348,107.790110315675,607,-0.175184360032465,0.607,999
"Pseudococcus_cryptus",215,238.084964676129,274.069581287284,10.2695775923758,1,-3.50400162883718,0.001,999
"Pseudococcus_longispinus",873,314.391589035539,273.969190946828,4.89532903500015,1000,8.25734037481485,1,999
"Pseudococcus_maritimus",2,242.574508,270.672861951944,108.134923697813,321.5,-0.259845320929488,0.3215,999
"Pseudococcus_meridionalis",26,90.9493562092308,273.399746987528,29.9053376099112,1,-6.10093064850835,0.001,999
"Pseudococcus_viburni",2056,266.097163130258,274.01287879905,2.99687183303943,3,-2.64132605923422,0.003,999
"Pseudokermes_vitreus",118,113.811785263798,274.039017566146,13.9881751627807,1,-11.4544771164058,0.001,999
"Pseudomonas_fluorescens",35,170.204848722689,275.590315636854,27.0398403853119,1,-3.89741453397817,0.001,999
"Pseudomonas_syringae",185,227.676046087074,274.032565282386,11.2794572505965,1,-4.10981824438946,0.001,999
"Pseudomonas_syringae_pv. syringae",337,227.617900627775,274.416246300294,8.32928730947818,1,-5.61852940518274,0.001,999
"Pseudomonas_viridiflava",87,221.0880464464,274.322787310546,16.6008946862118,1,-3.20673926739388,0.001,999
"Pseudopezicula_tracheiphila",1,NA,NA,NA,NA,NA,NA,999
"Pseudotargionia_glandulosa",111,118.800496266339,274.302647909436,14.5522449065263,1,-10.685784402471,0.001,999
"Pulvinaria_vitis",593,200.343127534664,273.792247010901,6.2335754741467,1,-11.7828234824238,0.001,999
"Pyrrhalta_luteola",96,114.877884760965,275.040346342969,15.9213565136086,1,-10.059598969793,0.001,999
"Raspberry_bushy_dwarf_virus",4,205.592684,268.50744049641,73.5035326503557,25,-0.855941942215009,0.025,999
"Raspberry_ringspot_virus",58,204.354279644413,272.540567836917,19.5345085283779,1,-3.49055560284251,0.001,999
"Rastrococcus_iceryoides",541,236.116495994287,274.05439305371,6.60543272193316,1,-5.74343856889962,0.001,999
"Retithrips_syriacus",323,210.416725866773,274.129023559592,8.32107500737081,1,-7.65673877911005,0.001,999
"Rhipiphorothrips_cruentatus",2,242.574508,270.276542125118,114.304743802174,301,-0.242352444908692,0.301,999
"Rhizobium_radiobacter",1111,286.415677023256,273.84238933218,4.2216077707177,997,2.97831735536595,0.997,999
"Rhizobium_rhizogenes",1105,286.660792145322,273.97351496251,4.2496569851369,999,2.98548264652565,0.999,999
"Rhizobium_vitis",31,72.5134937204301,274.987973802832,29.0195813317448,1,-6.97716751209341,0.001,999
"Rhizoecus_falcifer",412,274.017685608228,274.010290075719,7.63469901980589,528,0.000968673747245951,0.528,999
"Rhizopus_stolonifer",68,250.184685804562,273.261183146529,18.6947809179907,94,-1.23438180116678,0.094,999
"Rosellinia_necatrix",1133,282.981196245046,273.921667315327,4.24685406993452,980,2.13323292501524,0.98,999
"Rotylenchulus_macrodoratus",8,231.109986535714,272.946842948272,55.4264899396981,91,-0.754816991984786,0.091,999
"Rotylenchulus_parvus",62,292.233406616076,274.236234554902,19.4659429287756,832,0.924546636503803,0.832,999
"Rotylenchulus_reniformis",512,236.576177854486,273.709909906367,6.78466032620125,1,-5.47318955799105,0.001,999
"Rotylenchus_robustus",351,366.843892643596,273.947019039451,8.15162125937172,1000,11.3961223967985,1,999
"Russellaspis_pustulans_pustulans",1476,227.51128908247,273.782779339861,3.61725121229855,1,-12.7918929434787,0.001,999
"Saharaspis_ceardi",3,240.768740666667,276.725067207464,93.8608782084374,300,-0.383081079434913,0.3,999
"Saissetia_coffeae",1342,272.306688415292,273.726002414552,3.89025952895754,370,-0.36483786973479,0.37,999
"Saissetia_oleae_oleae",1121,246.812482894666,273.824580652249,4.30290494574802,1,-6.27764222035051,0.001,999
"Schistocerca_nitens",20,186.853442689474,271.045592615769,33.1778235548583,1,-2.53760316095136,0.001,999
"Scirtothrips_aurantii",150,166.553275451305,273.530647026467,12.7820012047976,1,-8.36937580126411,0.001,999
"Scirtothrips_citri",44,102.359670527484,273.425747971646,23.005993969103,1,-7.43571773833822,0.001,999
"Scirtothrips_dorsalis",512,211.117505786625,273.404906624319,6.52489993830501,1,-9.54610820497497,0.001,999
"Scutellonema_brachyurum",641,348.407478197543,273.821798389319,6.01343663615192,1000,12.4031704865443,1,999
"Scutellonema_brachyurus",187,226.15588505565,274.082111886152,11.1481894361965,1,-4.29901439195971,0.001,999
"Scutellonema_clathricaudatum",46,198.07780412542,275.029188878473,24.1746829687953,1,-3.18313935501786,0.001,999
"Selenaspidus_articulatus",408,245.711157541373,273.874573342962,7.39311271037597,1,-3.80941247683972,0.001,999
"Sowbane_mosaic_virus",39,66.4364742887887,274.375415593321,25.3571462592174,1,-8.20040785263624,0.001,999
"Sparganothis_pilleriana",8,164.94644925,273.103396744073,54.0554241099444,1,-2.00085281495692,0.001,999
"Spodoptera_eridania",452,230.605976937723,274.059721015696,7.16489459078042,1,-6.06481275159127,0.001,999
"Spodoptera_frugiperda",795,284.159654069522,273.952626583393,5.16949435999434,982,1.97447308679139,0.982,999
"Spodoptera_littoralis",298,234.086660605696,273.470199305833,9.1093086096495,1,-4.32343884566806,0.001,999
"Spodoptera_litura",201,229.153784412634,273.313403888228,10.5424834033201,1,-4.1887302816798,0.001,999
"Stelidota_geminata",11,55.5994372000001,271.724426439043,45.1330599680187,1,-4.78861813030601,0.001,999
"Stereum_hirsutum",132,291.990535287208,273.808302330969,13.3406066854279,906,1.36292399476104,0.906,999
"Strawberry_latent_ringspot_virus",90,227.623131356804,273.30321738439,16.393017013997,1,-2.78655759269829,0.001,999
"Taraxacum_officinale_complex",9,177.675083555556,274.449050257074,53.5519186013396,1,-1.80710550114814,0.001,999
"Targionia_vitis",174,169.090449934755,273.412067590084,11.664221582375,1,-8.94372735622259,0.001,999
"Tetranychus_cinnabarinus",143,209.946613734104,273.575009603611,12.5781839520002,1,-5.05863136620677,0.001,999
"Tetranychus_kanzawai",36,40.3745317031746,273.569300424203,26.1517384948271,1,-8.91698916181632,0.001,999
"Tetranychus_pacificus",321,200.926591898907,274.119727325915,8.27586608104214,1,-8.84416624317721,0.001,999
"Tetranychus_urticae",233,223.986213517286,273.523358560206,10.0455873028141,1,-4.9312343369952,0.001,999
"Theretra_clotho",21,225.997655161905,273.810539835248,34.9545920888083,2,-1.36785703440242,0.002,999
"Theretra_japonica",21,149.322596238095,274.028990279163,33.2850989336133,1,-3.74661329052359,0.001,999
"Theretra_oldenlandiae",37,201.848465075064,273.272477412172,24.9698770504985,1,-2.86040704936839,0.001,999
"Thrips_hawaiiensis",88,198.009597925238,273.943067536299,16.290388360093,1,-4.66124366912439,0.001,999
"Thrips_imaginis",29,131.570969665025,272.981348251732,29.0886023373471,1,-4.86136724435019,0.001,999
"Thrips_tabaci",64,206.140785043164,274.048677641325,19.2651936713566,1,-3.52490059309011,0.001,999
"Tobacco_necrosis_virus",18,184.905924183007,275.383431689511,36.9999669503196,1,-2.44534022497884,0.001,999
"Tobacco_ringspot_virus",156,178.311423596672,274.374559678502,12.021043983104,1,-7.99124736727109,0.001,999
"Tomato_black_ring_virus",97,205.37643467382,273.730542275886,15.5872930669863,1,-4.38524555279186,0.001,999
"Tomato_ringspot_virus",236,212.78518629465,274.07499924647,9.54212956194555,1,-6.42307490732951,0.001,999
"Tomato_spotted_wilt_virus",265,233.472415408769,273.595860054552,9.3548596297608,1,-4.2890482843952,0.001,999
"Trametes_versicolor",311,399.124167723332,273.767080400533,8.52076312436722,1000,14.7119554308827,1,999
"Trichoderma_harzianum",184,386.959695229273,273.284608042564,11.4516195517428,1000,9.92655114615718,1,999
"Trichodorus",243,275.784985319023,273.85391722798,9.80693984295852,575,0.196908324305629,0.575,999
"Trichodorus_onubensis",3,514.258206666667,273.685007975304,91.3518158165933,924,2.6334802055206,0.924,999
"Trichodorus_porosus",165,224.758475478256,273.76017684376,11.8295736443754,1,-4.14230494171713,0.001,999
"Trichodorus_primitivus",57,158.17722524812,273.99689683718,20.6133859802947,1,-5.61866312015777,0.001,999
"Trichodorus_sp.",792,274.444090580359,273.950580775154,5.1382968890645,554,0.0960454048996771,0.554,999
"Trichothecium_roseum",163,320.464978321774,274.175127523389,11.8316710946349,1000,3.91236795108137,1,999
"Trijuba_oculata",97,130.689432154639,274.303704429634,15.1916196155625,1,-9.45351950017723,0.001,999
"Truncatella_angustata",56,270.110194303247,274.222402027463,20.7650900557762,442,-0.198034668434881,0.442,999
"Tylenchorhynchus_acutus",114,142.851527158982,274.073428337883,14.6985289326038,1,-8.92755334772513,0.001,999
"Tylenchorhynchus_capitatus",309,248.090840494574,273.858526235342,8.68731367681601,1,-2.9661281610602,0.001,999
"Tylenchorhynchus_clarus",1030,292.830971820175,273.845915954314,4.50404292437242,1000,4.21511432831338,1,999
"Tylenchorhynchus_claytoni",536,327.586910365248,274.135201510692,6.62470168316631,1000,8.0685457868057,1,999
"Tylenchorhynchus_cylindricus",573,313.200146160018,273.886958403152,6.15021215296912,1000,6.39216774626007,1,999
"Tylenchorhynchus_mediterraneus",2,650.100056,280.069780409417,125.37687450805,956,2.95134391443794,0.956,999
"Tylenchorhynchus_sp.",960,266.09000640515,273.988711298914,4.74172558789308,49,-1.66578701094208,0.049,999
"Tylenchulus_semipenetrans",247,217.673387807511,274.184395808009,9.6171804332463,1,-5.87604739172209,0.001,999
"Verticillium_dahliae",639,228.282920346839,274.017501353031,6.11137443619537,1,-7.48351806679095,0.001,999
"Viteus_vitifoliae",31,72.5134937204301,274.732886005762,27.4850464258152,1,-7.35743317120242,0.001,999
"Xestia_c-nigrum",355,221.051120230986,273.734934892165,8.28999904131802,1,-6.35510503663497,0.001,999
"Xiphinema",529,310.048781094927,273.955684623136,6.8472823401522,1000,5.27115644993085,1,999
"Xiphinema_aceri",4,235.0923425,279.626123822367,84.8349112900131,213,-0.524946400546415,0.213,999
"Xiphinema_americanum",1621,294.781706095491,273.898588754708,3.37346885404735,1000,6.19039873918751,1,999
"Xiphinema_brevicolle",100,200.318647092689,273.501935772527,15.4935311053474,1,-4.72347382802748,0.001,999
"Xiphinema_californicum",108,201.113840134649,273.230368347285,13.9465736684829,1,-5.17091365426969,0.001,999
"Xiphinema_diversicaudatum",266,209.192150985727,273.805509989915,9.43778244989817,1,-6.84624373863218,0.001,999
"Xiphinema_index",377,321.598159208787,273.397398050022,7.81041124140655,1000,6.17134740655279,1,999
"Xiphinema_insigne",107,369.328605401659,274.824199219164,14.9315572018053,1000,6.32917283209211,1,999
"Xiphinema_italiae",265,169.747385687015,273.474876808812,9.38033938404599,1,-11.0579678277116,0.001,999
"Xiphinema_mediterraneum",67,149.108219892356,273.919747724338,18.78778393812,1,-6.64322776135094,0.001,999
"Xiphinema_melitense",37,51.5687987807808,274.22715028739,27.1807376807619,1,-8.19176999983348,0.001,999
"Xiphinema_pachtaicum",146,246.476096767974,273.419603360113,11.9683369736095,5,-2.25123228494907,0.005,999
"Xiphinema_pyrenaicum",67,155.210712811398,274.091073501202,18.9918459205845,1,-6.25954744930582,0.001,999
"Xiphinema_rivesi",226,338.160198113353,274.701134734604,10.1922085473086,1000,6.22623282129626,1,999
"Xiphinema_sp.",188,240.559230552782,273.655240906968,11.4912440248336,1,-2.8801068259156,0.001,999
"Xiphinema_vuittenezi",243,215.999306150045,274.081898272133,9.74494965096275,1,-5.96027626641969,0.001,999
"Xyleborus_dispar",386,315.373799406944,273.956345876593,7.38937651024132,1000,5.60499975511455,1,999
"Xylella_fastidiosa",721,232.123832216642,273.749690533912,5.36153452406145,1,-7.76379563172853,0.001,999
"Xylosandrus_germanus",100,137.76594033798,274.051850332324,15.1423346309534,1,-9.0003234848445,0.001,999
"Xylotrechus_chinensis",53,70.1668551988389,273.704887792417,20.8389602564759,1,-9.76718752224343,0.001,999
"Zaprionus_indianus",2,271.51613,270.147344440627,115.15172319719,826.5,0.0118868004869444,0.8265,999
"Zeuzera_coffeae",112,192.604701861004,274.137465643855,14.7116996063496,1,-5.54203565627869,0.001,999
"Zygina_nivea",3,163.790804,276.773968677065,95.695375668571,14,-1.18065438259387,0.014,999
"Zygotylenchus_guevarai",30,102.294738694253,274.180131834159,28.7422760636545,1,-5.98022901036918,0.001,999
