"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"Chlidaspis_asiatica",93,64.1559298737728,273.642614683169,16.3024950386309,1,-12.8499769092393,0.001,999
"Chrysomphalus_aonidum",1033,291.830846071476,274.148189534158,4.43441955905788,1000,3.98759213056381,1,999
"Chrysomphalus_dictyospermi",1505,277.233555507498,273.778857098127,3.44204107433298,836,1.00367727600154,0.836,999
"Chrysomphalus_pinnulifer",352,272.354317611995,273.926696728415,8.01199331626434,430,-0.196253173754923,0.43,999
"Citrus_exocortis_viroid",56,147.63976322013,272.466228219116,21.0411836446869,1,-5.93248303455144,0.001,999
"clover_phyllody_phytoplasma",119,197.938230365757,273.810654182536,14.3583841569428,1,-5.28418957087819,0.001,999
"Cnephasia_longana",57,157.112651689223,275.159112465609,21.0951868562964,1,-5.59589547988061,0.001,999
"Coccus_hesperidum_hesperidum",1673,296.089807813149,273.907006262983,3.36053074142421,1000,6.60098158803487,1,999
"Coccus_longulus",861,230.212762301766,273.814383792257,4.9659542104692,1,-8.78010944977514,0.001,999
"Colletotrichum_acutatum",202,383.668775235868,273.947436734627,10.9832508998606,1000,9.98987817920416,1,999
"Colletotrichum_capsici",197,238.57347261915,273.883554150634,10.5319316324133,1,-3.35266907950796,0.001,999
"Colletotrichum_nymphaeae",17,245.568690661388,275.504070583872,38.1902312613081,304,-0.783849139788071,0.304,999
"Colomerus_vitis",19,47.2740353450292,274.848010540366,35.9309576631438,1,-6.33364624814248,0.001,999
"Comstockaspis_perniciosa",958,266.654811940823,273.869658001588,4.66405808791046,58,-1.5469031313023,0.058,999
"Coniella_diplodiella",3,185.006886,274.970728135338,93.5251369713447,26,-0.961921522369987,0.026,999
"Coniella_petrakii",5,191.858801,275.929656033564,71.600220036446,6,-1.17417034459909,0.006,999
"Conogethes_punctiferalis",43,193.036794064082,273.86051043976,24.1046703485322,1,-3.35303139213434,0.001,999
"Conotrachelus_nenuphar",112,153.584891723833,274.674584209877,15.3503522803808,1,-7.88839827740037,0.001,999
"Cornu_aspersum",231,235.569661294436,273.935244159669,9.9613059741697,1,-3.85146114020764,0.001,999
"Costelytra_zealandica",147,167.248208150433,274.108546573401,12.6958711498316,1,-8.41693627493899,0.001,999
"Cotinis_nitida",1,NA,NA,NA,NA,NA,NA,999
"Crenulaspidiotus_lahillei",32,64.5129470141129,272.51684303382,27.2677292568811,1,-7.62820747045581,0.001,999
"Criconema_mutabile",432,318.258645782835,273.883066656586,7.17457134250597,1000,6.18511922285098,1,999
"Criconemella",198,283.178205035493,274.550125667274,10.9314301737446,801,0.789290992220046,0.801,999
"Criconemoides_sp.",737,267.943027146808,274.120738795036,5.30084269497839,122,-1.16542067058125,0.122,999
"Crocidosema_plebejana",156,175.998247270306,273.119420126531,12.3213581796313,1,-7.88234311837295,0.001,999
"Crypticerya_palmeri",18,64.1134209542484,273.047822278682,35.7086676188979,1,-5.85108365157428,0.001,999
"Cryptinglisia_lounsburyi",30,143.933906248276,275.207716664485,28.998988977885,1,-4.52684093629333,0.001,999
"Ctenopseustis_obliquana",85,192.356095570308,272.17094553504,16.2812479674837,1,-4.90225627200906,0.001,999
"Cucumber_mosaic_virus",182,235.657984818826,273.819824483975,11.3804339383648,1,-3.35328510949844,0.001,999
"Cylindrocarpon_liriodendri",5,415.3384802,272.177270223272,67.9660281826737,949,2.10636422054782,0.949,999
"Cylindrocarpon_olidum",5,473.1594176,271.591650629068,70.6376719398485,986,2.85354487818592,0.986,999
"Cylindrocladiella_lageniformis",1,NA,NA,NA,NA,NA,NA,999
"Cylindrocladiella_parva",15,414.905349180952,275.093625608183,41.43101583325,996,3.37456663229012,0.996,999
"Cylindrocladium_peruvianum",11,306.218381345455,273.120389703013,45.9399744882329,676,0.720461689653725,0.676,999
"Dactylonectria_pauciseptata",7,418.721611619048,273.989147975359,60.5694261792529,974,2.38953004466905,0.974,999
"Deilephila_elpenor",62,215.827912061343,273.332898085111,19.6831057787903,1,-2.92154026249929,0.001,999
"Diabrotica_speciosa",75,177.60921300036,275.034831981333,17.7895861499428,1,-5.4765534262463,0.001,999
"Diaporthe_ambigua",27,117.318870119658,274.7327014039,30.4938134890471,1,-5.16215629576085,0.001,999
"Diaporthe_eres",204,332.240256351291,274.064371192925,10.8271767126082,1000,5.37313527825039,1,999
"Diaporthe_gulyae",2,247.468474,275.281189696694,118.356601939166,583.5,-0.234990826375611,0.5835,999
"Diaporthe_helianthi",3,245.837152,278.469927784716,97.441919677566,471,-0.334894631516879,0.471,999
"Diaporthe_medusaea",35,235.038326601681,274.062270794138,26.1519003891243,7,-1.49220299908629,0.007,999
"Diaspidiotus_osborni",431,207.016557781752,273.865634415013,7.09135194853474,1,-9.42684513734713,0.001,999
"Diaspidiotus_uvae",154,194.476836001952,273.753934066663,12.7040899917986,1,-6.24028152476016,0.001,999
"Dimargarodes_meridionalis",1,NA,NA,NA,NA,NA,NA,999
"Diplodia_africana",9,452.574505722222,269.041980000303,50.5087204093984,998,3.63367997118709,0.998,999
"Diplodia_corticola",19,89.2586822339181,271.385677881246,34.6370371387427,1,-5.25815747223982,0.001,999
"Diplodia_olivarum",3,240.768741333333,276.300134261588,96.3058964108914,304,-0.368943068414616,0.304,999
"Ditylenchus_dipsaci",619,239.866796410466,274.1400666722,6.1097858059719,1,-5.60956985238889,0.001,999
"Ditylenchus_sp.",439,317.011926391783,273.823674584189,6.86291788717883,1000,6.29298681953891,1,999
"Dociostaurus_maroccanus",478,204.115014429541,273.937860745553,7.0891549435962,1,-9.84924816449162,0.001,999
"Drosophila_melanogaster",231,175.351736457595,273.738268245613,10.4251485659312,1,-9.43742251401002,0.001,999
"Drosophila_simulans",46,111.019062294686,272.885453370163,22.4681017893911,1,-7.20427531407686,0.001,999
"Drosophila_suzukii",343,209.076308871053,274.135557484965,8.36698145665174,1,-7.77571325465166,0.001,999
"Duplaspidiotus_fossor",103,119.58333384466,273.440919030106,15.1741457077386,1,-10.1394561610793,0.001,999
"Duplaspidiotus_tesseratus",274,194.484324426252,273.640230094571,9.74158498375816,1,-8.12556743079212,0.001,999
"Dysmicoccus_brevipes",838,255.018213441755,273.804663731249,5.20992228925982,1,-3.60589836977442,0.001,999
"Dysmicoccus_umbambae",6,198.631330133333,276.512638486925,67.4024686450051,5,-1.15546670499231,0.005,999
"Edwardsiana_rosae",78,160.336944719947,273.551298173927,16.894673959098,1,-6.70118604999852,0.001,999
"Elsinoë ampelina",3,63.521682,275.790404606465,94.9036035402045,2,-2.2366771617533,0.002,999
"Empoasca_decipiens",68,156.752072226076,274.272318450689,18.8309691779699,1,-6.24079648338537,0.001,999
"Endoclita_signifer",140,170.341482674101,274.059474202903,13.4328084423477,1,-7.72124399554642,0.001,999
"Eotetranychus_carpini",9,71.3459119444445,273.841009818339,50.4059184706426,1,-4.01728812841357,0.001,999
"Epicoccum_nigrum",202,326.917573470106,273.613757150936,10.7610472851157,1000,4.95340415359918,1,999
"Epiphyas_postvittana",656,276.950061176246,273.721492732357,5.76804050528945,710,0.559734010350295,0.71,999
"Erysiphe_necator",55,94.7955240956229,273.880929250987,20.7460257803925,1,-8.63227526327579,0.001,999
"Erythroneura_comes",31,72.5134937204301,274.235300830881,28.8045125573755,1,-7.00313212065791,0.001,999
"Erythroneura_elegantula",79,75.4193038954885,273.547195826932,17.2950698512931,1,-11.4557439568034,0.001,999
"Eudocima_fullonia",67,183.811017858349,273.665839579168,19.3728687289494,1,-4.6381784225145,0.001,999
"Eulecanium_tiliae",672,202.622440559824,274.238905462356,5.81541087146862,1,-12.3149449773006,0.001,999
"Euproctis_chrysorrhoea",405,181.85186096553,273.620220918389,7.58323921862045,1,-12.1014723797086,0.001,999
"Eurhizococcus_brasiliensis",168,215.364448292057,274.066533531429,12.0481526285285,1,-4.87228930851798,0.001,999
"Eutypa_lata",263,216.845684298552,273.684192741353,9.36166035056536,1,-6.0714132231222,0.001,999
"Ferrisia_cristinae",20,221.785503858464,272.952574279841,34.2793991058656,2,-1.49264782219073,0.002,999
"Ferrisia_gilli",188,208.107393921718,274.247680423512,11.2718322865563,1,-5.86774934370507,0.001,999
"Ferrisia_virgata",898,232.936958798646,273.975410475077,4.85796283452387,1,-8.44766686661021,0.001,999
"Fomitiporia_mediterranea",87,88.7189279909116,273.655538348041,16.2930692906365,1,-11.3506305692453,0.001,999
"Forficula_auricularia",42,179.080143555168,274.038099701642,23.664769432979,1,-4.01262967785948,0.001,999
"Formicococcus_robustus",158,169.26913367782,274.563481405329,11.8890846060211,1,-8.85638812547305,0.001,999
"Frankliniella_cestrum",19,47.2740353450292,273.783011918354,35.7560863329466,1,-6.33483694116193,0.001,999
"Frankliniella_occidentalis",308,222.484154053144,273.652497325586,8.65306978067392,1,-5.9133168423908,0.001,999
"Fusarium_oxysporum",672,328.390183402363,273.955465958918,5.80314450989627,1000,9.38021056525742,1,999
"Fusarium_proliferatum",125,399.172398230763,273.201514340295,13.1868254684687,1000,9.5527831312911,1,999
"Geococcus_coffeae",311,212.466551855446,273.832271174438,8.45770307962327,1,-7.25560104691279,0.001,999
"Gibberella_intricans",227,372.478996007568,273.893204035243,9.9217695138014,1000,9.93631144476704,1,999
"Gibberella_sacchari",77,302.095086102806,274.534256365893,17.390054831139,934,1.5848615777543,0.934,999
"Gibberella_zeae",335,205.189453220318,274.045338489172,8.36371908475422,1,-8.23268746488238,0.001,999
"Globisporangium_irregulare",283,371.62937124764,273.829245626751,9.06846884078449,1000,10.7846349078296,1,999
"Gonocephalum_simplex",8,65.3252500357143,271.788387557686,55.0837957355826,1,-3.7481646782849,0.001,999
"Gracilacus_mira",4,445.434398666667,271.55186878061,75.8455967320191,908,2.29258569222451,0.908,999
"Grapevine_fanleaf_virus",33,94.8649189772728,274.11641751933,27.7791260517709,1,-6.45274074526293,0.001,999
"Grapevine_flavescence_doree_phytoplasma",31,72.5134937204301,273.308530268448,27.1687490879157,1,-7.390661818778,0.001,999
"Grapevine_leafroll-associated_viruses",31,72.5134937204301,273.717235754911,27.8320670514422,1,-7.22920585318348,0.001,999
"Grapevine_virus_A",2,69.871644,277.145254831425,122.052256812737,13,-1.69823660982723,0.013,999
"Grapevine_yellows_phytoplasmas",60,179.930112544068,272.81609487065,19.4964059758302,1,-4.76426180505954,0.001,999
"Greeneria_uvicola",4,153.163440666667,278.571238560379,84.2533498990684,1,-1.48846067300523,0.001,999
"Grovesinia_pyramidalis",73,243.630711687215,274.097430571041,18.1420818563093,31,-1.6793397320733,0.031,999
"Gryllotalpa_gryllotalpa",220,215.907206430636,274.490124227674,10.5291496156283,1,-5.56387931937863,0.001,999
"Gueriniella_serratulae",236,348.768594080995,274.150860574072,10.4356148103233,1000,7.15029587265993,1,999
"Guignardia_bidwellii",57,119.531425784472,273.691472707883,20.5615067864762,1,-7.49750728505977,0.001,999
"Haematonectria_haematococca",429,251.743982067773,273.945141697219,7.10694829706237,1,-3.12386677114599,0.001,999
"Halyomorpha_halys",447,224.797272327489,273.648129436874,6.97392346189642,1,-7.00478824814938,0.001,999
"Harmonia_axyridis",75,136.477933653333,274.807539262494,18.0243496144648,1,-7.67459623054302,0.001,999
"Helicotylenchus_abunaamai",1,NA,NA,NA,NA,NA,NA,999
"Helicotylenchus_anhelicus",175,155.116078506404,273.936479439564,11.7189787828826,1,-10.1391429351093,0.001,999
"Helicotylenchus_digonicus",651,327.280648414617,274.103340812161,5.88859825644568,1000,9.03055452021168,1,999
"Helicotylenchus_dihystera",1465,299.377877205248,274.040165534476,3.6374631814906,1000,6.9657644370681,1,999
"Helicotylenchus_erythrinae",599,267.253691137768,273.737196908005,6.14002427398916,144,-1.05594139060711,0.144,999
"Helicotylenchus_multicinctus",134,379.169205042126,274.053327337504,13.279023144172,1000,7.91593452043617,1,999
"Helicotylenchus_pseudorobustus",484,311.804367551831,273.950072459493,6.68124241247074,1000,5.66575686906391,1,999
"Helicotylenchus_sp.",667,252.58577195699,274.077313450948,5.93227300452684,1,-3.62281733790041,0.001,999
"Heliococcus_bohemicus",315,321.715534448286,273.877264913167,8.3728207913525,1000,5.71351886386087,1,999
"Heliothis_virescens",123,158.517757306677,273.915583855576,13.915251656946,1,-8.29290259305484,0.001,999
"Hemiberlesia_lataniae",1750,259.222175791604,273.883455380863,3.25189354959361,1,-4.50853613922599,0.001,999
"Hemiberlesia_rapax",1140,231.332571581856,273.986816922545,4.32506037106662,1,-9.86211559635883,0.001,999
"Hemicriconemoides_californianus",209,197.921061973445,274.410758213599,10.4832493566381,1,-7.29637287428625,0.001,999
"Hemicriconemoides_chitwoodi",121,156.43413122011,274.120161650609,14.1536163240473,1,-8.3149089063936,0.001,999
"Hemicriconemoides_mangiferae",164,208.469152977316,274.593128110984,11.9204022292569,1,-5.54712616755299,0.001,999
"Hemicriconemoides_sp.",331,214.592723428816,273.962709997308,8.38834928125254,1,-7.07767220675708,0.001,999
"Hemicriconemoides_wessoni",22,124.762612246753,273.934995493766,32.2645848457901,1,-4.6234093499107,0.001,999
"Hemicycliophora_arenaria",1,NA,NA,NA,NA,NA,NA,999
"Hemicycliophora_onubensis",11,181.5287872,274.088462388751,46.5350626879007,1,-1.98903084776153,0.001,999
"Hemicycliophora_similis",206,173.72686894149,273.801647022876,10.8002487202301,1,-9.26596976363466,0.001,999
"Hemicycliophora_sp.",456,327.601574605512,273.944350951764,7.17234072436213,1000,7.48113143474786,1,999
"Heterodera_sp.",842,299.630861954376,273.824840387119,5.08145349579881,1000,5.07847244663215,1,999
"Heterodera_zeae",32,63.3475178629032,273.366322082999,27.8668637187837,1,-7.53650666754193,0.001,999
"Heteronychus_arator",81,74.2203558919753,274.693858394155,18.1704051597468,1,-11.0329682106534,0.001,999
"Hippotion_celerio",242,197.231956712493,274.225759785741,9.48684188435047,1,-8.11585183055048,0.001,999
"Holocacista_capensis",2,104.249314,281.378551071874,125.491163142015,14,-1.41148773058563,0.014,999
"Homalodisca_vitripennis",51,95.2480260752941,274.51534864634,21.5419903193715,1,-8.32176228441813,0.001,999
"Hoplolaimus_pararobustus",98,207.063837530151,274.42410308914,15.4152756262283,1,-4.36970880004109,0.001,999
"Hoplolaimus_seinhorsti",82,215.023369546164,273.071013760513,17.002491555998,1,-3.41406693384719,0.001,999
"Hop_stunt_viroid",48,121.15802402039,275.181977386442,22.7909160209757,1,-6.7581291258454,0.001,999
"Hyalesthes_obsoletus",16,166.650623500038,271.534622002833,38.0119935680557,1,-2.75923435362615,0.001,999
"Hyles_livornica",201,179.588058973532,273.627633444918,11.0409685127724,1,-8.51733019278145,0.001,999
"Hyphantria_cunea",184,200.511232604716,273.197370737895,10.8849614223595,1,-6.6776661223502,0.001,999
"Hypothenemus_eruditus",61,154.97306135082,273.318034330007,20.2888779990591,1,-5.83299741783038,0.001,999
"Hypurus_bertrandi",19,47.2740353450292,273.489402154398,35.3837389299534,1,-6.39320133062226,0.001,999
"Icerya_aegyptiaca",609,226.319612001333,274.104832561566,6.13618974639421,1,-7.78744180593719,0.001,999
"Icerya_purchasi",695,231.755865482769,273.822739541571,5.7162140955981,1,-7.35921946856327,0.001,999
"Icerya_schrottkyi",2,242.5745079998,265.337422533731,103.855520335898,308,-0.219178667251479,0.308,999
"Icerya_seychellarum",1208,236.200215939751,273.789449620897,3.93916611599379,1,-9.54243425493704,0.001,999
"Jacobiasca_lybica",18,39.1801046993465,272.820430686841,36.1734506346983,1,-6.45888965216336,0.001,999
"Kalotermes_flavicollis",10,160.077218688889,275.087417228716,50.9234142382542,1,-2.25849347024792,0.001,999
"Kerria_lacca_lacca",189,164.348862555858,273.852687531891,11.3202775048832,1,-9.67324563631916,0.001,999
"Lasiodiplodia_crassispora",8,213.158174,273.349891936788,54.1885635567889,5,-1.11078268154696,0.005,999
"Lasiodiplodia_theobromae",655,276.385327810155,273.719677394615,6.02993669834886,685,0.442069386278927,0.685,999
"Lecanodiaspis_rugosa",210,193.304303687063,274.127354524161,10.8345658553501,1,-7.45974060392902,0.001,999
"Lepidosaphes_buzenensis",4,130.447634666667,276.992551657239,82.1100113945006,1,-1.78473872432548,0.001,999
"Lepidosaphes_gloverii",350,210.683221217626,274.001115537548,8.34483322243645,1,-7.58767642589689,0.001,999
"Lepidosaphes_laterochitinosa",173,262.703178853133,272.965343085184,11.6095341069995,194,-0.883942812645968,0.194,999
"Lepidosaphes_malicola",470,221.808774034269,274.012505643516,7.15151371196145,1,-7.2996758045688,0.001,999
"Lepidosaphes_ulmi",1365,265.31984242289,273.853688762867,3.85528824010281,12,-2.21354301118324,0.012,999
"Lepidosaphes_ussuriensis",301,180.898344837741,273.792632495157,8.47066966930372,1,-10.9665813075027,0.001,999
"Leucaspis_vitis",31,72.5134937204301,274.109774329471,27.678548675142,1,-7.28348451268668,0.001,999
"Limothrips_cerealium",60,156.886406867807,273.815226817217,19.7598712971811,1,-5.91748894468208,0.001,999
"Lobesia_botrana",49,194.906718524824,274.112126670574,22.1037039259841,1,-3.58335455500919,0.001,999
"Longidorus",207,240.897586996389,274.117963871656,10.5533302453061,1,-3.14785722639957,0.001,999
"Longidorus_africanus",171,180.400771645408,274.449370566503,11.5868263373153,1,-8.11685583119615,0.001,999
"Longidorus_crataegi",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_elongatus",141,224.429197675462,274.412070279375,13.3426814936082,1,-3.7460890172532,0.001,999
"Longidorus_euonymus",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_magnus",50,124.32399954449,274.388594442042,21.5697003351501,1,-6.95719423848491,0.001,999
"Lopholeucaspis_japonica",876,219.256929131373,273.833199705548,4.96817464819713,1,-10.9851755300067,0.001,999
"Lycorma_delicatula",10,183.2378204,276.23147529227,50.687179306566,1,-1.83465831329508,0.001,999
"Lygus_spinolae",119,180.014321973223,273.877736421437,14.3107293580063,1,-6.55895392191879,0.001,999
"Maconellicoccus_hirsutus",1306,234.864566142394,273.826699695222,3.89833595620137,1,-9.99455511032825,0.001,999
"Macrosiphum_euphorbiae",141,204.653163964944,273.86706141289,13.1060421167574,1,-5.28106783354899,0.001,999
"Mamestra_brassicae",162,190.936595610484,274.634726110027,12.1232788843774,1,-6.90391859312907,0.001,999
"Margarodes_vitis",12,84.4252734545454,274.460140168974,45.1010939581719,1,-4.21353120371476,0.001,999
"Melanaspis_arnaldoi",32,83.1423070907258,273.661041999372,27.9760909348359,1,-6.81005560613944,0.001,999
"Melittia_cucurbitae",8,69.312152,273.281144114786,54.6493141290148,1,-3.7323248308892,0.001,999
"Meloidodera_sp.",309,365.772224230404,274.260625813603,8.52961453682022,1000,10.7286909650804,1,999
"Meloidogyne_arenaria",1071,240.628456145681,274.042105593756,4.54884616000459,1,-7.34552197914748,0.001,999
"Meloidogyne_chitwoodi",308,215.900480229028,274.127421132705,8.89153441223696,1,-6.54858185371719,0.001,999
"Meloidogyne_ethiopica",96,136.700056107456,273.571977059078,15.7639551683505,1,-8.68258755432277,0.001,999
"Meloidogyne_hapla",1444,231.018581208081,273.802421080985,3.63853436272624,1,-11.7585367095027,0.001,999
"Meloidogyne_hispanica",29,89.2841564285714,273.295005619345,28.0206851015707,1,-6.56696467355323,0.001,999
"Meloidogyne_incognita",1964,246.328247418429,274.012687570466,3.10956374426744,1,-8.90299811447007,0.001,999
"Meloidogyne_javanica",1905,239.115562431261,273.837579898062,3.12590958763798,1,-11.1078124601285,0.001,999
"Meloidogyne_luci",51,196.42741056,274.534392079155,21.3967831255192,1,-3.65040768329326,0.001,999
"Meloidogyne_sp.",4055,266.706258701568,273.984258186683,1.67855476688125,1,-4.33587251885564,0.001,999
"Meloidogyne_thamesi",123,135.89011163268,273.947771117059,14.0584088882048,1,-9.82029051667508,0.001,999
"Melolontha_melolontha",146,293.756210374681,273.292172940915,12.5110676441744,935,1.63567474941237,0.935,999
"Merlinius_brevidens",1212,288.503081349181,273.6725116119,3.89525198482601,1000,3.80734540282704,1,999
"Merlinius_nanus",3,240.768741333333,271.711117369361,89.3322371717242,305,-0.346374131172229,0.305,999
"Merophyas_divulsana",1,NA,NA,NA,NA,NA,NA,999
"Mesocriconema_rusticum",35,195.792646773109,275.758806950075,27.6538840204435,1,-2.89167916224171,0.001,999
"Mesocriconema_xenoplax",589,297.789470950272,273.875609375277,5.8816087655873,1000,4.06587084046001,1,999
"Metcalfa_pruinosa",271,200.229962026787,273.642489741056,8.83492300539746,1,-8.30935681832423,0.001,999
"Monilinia_fructigena",295,181.515046034775,274.435622111428,8.54293913459844,1,-10.8768861176044,0.001,999
"Mucor_circinelloides",10,451.699187244444,276.124484925375,49.6275636467937,1000,3.53784649934982,1,999
"Murgantia_histrionica",69,198.719122397272,273.806318918224,19.2916547745396,1,-3.89221129024399,0.001,999
